# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.6861 128.0938
 HME_DE3_2 0.3352 171.2113
 HME_DE2_1 0.3102 39.5839
 HME_DE2_2 0.2088 169.5648
 HME_DE1_1 0.0237 325.7176
 HME_DE1_2 0.1043 189.2953
  HME_D0_1 0.2903 221.7410
  HME_D0_2 0.0894 308.1585
 HME_DW1_1 0.9686 156.7310
 HME_DW2_1 0.5953 235.1966
 HME_SE3_1 0.0530 136.0640
 HME_SE3_2 0.1050 331.7045
 HME_SE3_3 0.0898 209.2924
 HME_SE3_4 0.0649 158.8871
 HME_SE2_1 0.0307 215.0703
 HME_SE2_2 0.2050 230.4515
 HME_SE2_3 0.0826 321.2947
 HME_SE2_4 0.0669 63.1897
 HME_SE1_1 0.0231 122.9385
 HME_SE1_2 0.0064 131.5696
 HME_SE1_3 0.0638 297.2841
 HME_SE1_4 0.0105 283.2223
  HME_S0_1 0.0072 98.8551
  HME_S0_2 0.0422 48.0411
  HME_S0_3 0.0885 331.9868
  HME_S0_4 0.0542 166.7262
 HME_SW1_1 0.0479 323.2418
 HME_SW1_2 0.0533 164.0881
 HME_SW1_3 0.3244 50.1406
 HME_SW1_4 0.1396 354.0456
 HME_SW2_1 0.2247 181.5918
 HME_SW2_2 0.1980 35.6181
 HME_SW2_3 0.8546 330.3156
 HME_SW2_4 0.5710 355.9511
 HME_SW3_1 0.1482 330.6380
 HME_SW3_2 0.1985 40.3010
 HME_SW3_3 0.1667 155.6954
 HME_SW3_4 0.1062 3.2313
 HME_SW4_1 0.5123 168.5501
 HME_SW4_2 0.1147 122.6232
 HME_SW4_3 0.0814 63.7258
 HME_SW4_4 0.0596 323.0909
 HME_SW6_1 0.1305 357.2875
 HME_SW6_2 0.0453 63.9713
 HME_SW6_3 0.0293 199.9653
 HME_TW3_1 0.0189 346.2202
 HME_TW3_2 0.0990 210.5350
 HME_TW3_3 0.1661 87.3339
 HME_TW3_4 0.4183 298.6482
