# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8723 127.2559
 HME_DE3_2 0.3397 163.2123
 HME_DE2_1 0.2918 42.1641
 HME_DE2_2 0.1825 161.8002
 HME_DE1_1 0.0073 10.0797
 HME_DE1_2 0.1342 173.3324
  HME_D0_1 0.3046 221.6898
  HME_D0_2 0.1088 293.7136
 HME_DW1_1 1.0560 155.1891
 HME_DW2_1 0.5668 234.3805
 HME_SE3_1 0.0663 134.8204
 HME_SE3_2 0.0756 327.9648
 HME_SE3_3 0.0974 212.9011
 HME_SE3_4 0.0807 167.1265
 HME_SE2_1 0.0461 207.8227
 HME_SE2_2 0.2142 224.4058
 HME_SE2_3 0.1051 321.9721
 HME_SE2_4 0.0458 52.7991
 HME_SE1_1 0.0184 135.4079
 HME_SE1_2 0.0187 165.6226
 HME_SE1_3 0.0703 301.3008
 HME_SE1_4 0.0061 277.7608
  HME_S0_1 0.0191 115.2902
  HME_S0_2 0.0578 29.3332
  HME_S0_3 0.1159 344.3245
  HME_S0_4 0.0650 159.1198
 HME_SW1_1 0.0340 342.5133
 HME_SW1_2 0.0986 139.8029
 HME_SW1_3 0.3200 57.0972
 HME_SW1_4 0.1104 357.3235
 HME_SW2_1 0.3294 174.9501
 HME_SW2_2 0.1855 26.0013
 HME_SW2_3 0.7974 330.4314
 HME_SW2_4 0.4008 359.4097
 HME_SW3_1 0.1766 314.6263
 HME_SW3_2 0.2181 39.6030
 HME_SW3_3 0.1195 169.6161
 HME_SW3_4 0.1133 354.2126
 HME_SW4_1 0.4598 162.9518
 HME_SW4_2 0.1612 152.7499
 HME_SW4_3 0.0973 76.9400
 HME_SW4_4 0.0567 331.1782
 HME_SW6_1 0.1658 326.9358
 HME_SW6_2 0.0279 26.6862
 HME_SW6_3 0.0323 214.0934
 HME_TW3_1 0.0913 310.8757
 HME_TW3_2 0.0475 222.4064
 HME_TW3_3 0.2314 109.7556
 HME_TW3_4 0.2987 315.8179
