# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8282 149.3193
 HME_DE3_2 0.1128 53.9637
 HME_DE2_1 0.2524 18.8264
 HME_DE2_2 0.2716 60.8971
 HME_DE1_1 0.0722 135.3503
 HME_DE1_2 0.1332 220.2494
  HME_D0_1 0.1530 226.2700
  HME_D0_2 0.1238 289.9096
 HME_DW1_1 0.6038 182.7329
 HME_DW2_1 0.1711 294.6734
 HME_SE3_1 0.0199 173.6308
 HME_SE3_2 0.1480 29.7054
 HME_SE3_3 0.0710 275.5697
 HME_SE3_4 0.0601 52.2377
 HME_SE2_1 0.0473 248.0433
 HME_SE2_2 0.0520 181.1457
 HME_SE2_3 0.1429 172.3460
 HME_SE2_4 0.0552 231.6450
 HME_SE1_1 0.0144 87.0788
 HME_SE1_2 0.0122 19.1652
 HME_SE1_3 0.0835 89.1711
 HME_SE1_4 0.0457 311.2385
  HME_S0_1 0.0161 28.6843
  HME_S0_2 0.0461 37.2266
  HME_S0_3 0.0670 52.1987
  HME_S0_4 0.1028 124.6518
 HME_SW1_1 0.0272 221.8496
 HME_SW1_2 0.0666 88.7300
 HME_SW1_3 0.1510 335.6176
 HME_SW1_4 0.0336 153.9322
 HME_SW2_1 0.1326 127.0735
 HME_SW2_2 0.7219 101.1728
 HME_SW2_3 0.4001 1.7407
 HME_SW2_4 0.0459 41.5176
 HME_SW3_1 0.0344 169.3206
 HME_SW3_2 0.1851 88.6027
 HME_SW3_3 0.0246 125.7585
 HME_SW3_4 0.0918 150.4661
 HME_SW4_1 0.0912 209.4935
 HME_SW4_2 0.0851 15.3938
 HME_SW4_3 0.0210 173.0468
 HME_SW4_4 0.0063 239.3745
 HME_SW6_1 0.0124 109.4805
 HME_SW6_2 0.0066 168.9731
 HME_SW6_3 0.0213 13.7586
 HME_TW3_1 0.1306 138.7637
 HME_TW3_2 0.0771 10.9098
 HME_TW3_3 0.1974 124.6551
 HME_TW3_4 0.2848 187.4585
