# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8278 146.7624
 HME_DE3_2 0.1250 44.0810
 HME_DE2_1 0.2749 18.2233
 HME_DE2_2 0.2706 52.9158
 HME_DE1_1 0.0720 134.8485
 HME_DE1_2 0.1357 224.0817
  HME_D0_1 0.1296 230.4161
  HME_D0_2 0.0988 281.5717
 HME_DW1_1 0.5914 186.6097
 HME_DW2_1 0.1811 306.0120
 HME_SE3_1 0.0226 167.6374
 HME_SE3_2 0.1330 27.0247
 HME_SE3_3 0.0668 265.8831
 HME_SE3_4 0.0423 48.7080
 HME_SE2_1 0.0474 240.8747
 HME_SE2_2 0.0721 191.1814
 HME_SE2_3 0.1389 170.8706
 HME_SE2_4 0.0753 232.3612
 HME_SE1_1 0.0173 70.6370
 HME_SE1_2 0.0137 83.8796
 HME_SE1_3 0.0852 85.1641
 HME_SE1_4 0.0467 317.9346
  HME_S0_1 0.0167 50.6933
  HME_S0_2 0.0515 26.3569
  HME_S0_3 0.0537 42.2033
  HME_S0_4 0.1172 125.9769
 HME_SW1_1 0.0219 199.0528
 HME_SW1_2 0.0629 88.9744
 HME_SW1_3 0.1463 335.3305
 HME_SW1_4 0.0210 186.7611
 HME_SW2_1 0.1463 139.0808
 HME_SW2_2 0.6158 96.2751
 HME_SW2_3 0.5302 4.4351
 HME_SW2_4 0.0252 147.4866
 HME_SW3_1 0.0600 196.2568
 HME_SW3_2 0.2159 95.1151
 HME_SW3_3 0.0094 208.0726
 HME_SW3_4 0.0937 153.8415
 HME_SW4_1 0.0481 189.5396
 HME_SW4_2 0.0986 16.1507
 HME_SW4_3 0.0266 152.1611
 HME_SW4_4 0.0097 187.3924
 HME_SW6_1 0.0273 111.9296
 HME_SW6_2 0.0110 88.2899
 HME_SW6_3 0.0217 356.1811
 HME_TW3_1 0.0953 182.9203
 HME_TW3_2 0.0926 13.7606
 HME_TW3_3 0.1456 102.4609
 HME_TW3_4 0.2208 170.6622
