# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4476 134.5607
 HME_DE3_2 0.1991 128.7301
 HME_DE2_1 0.1396 44.9042
 HME_DE2_2 0.1382 71.5664
 HME_DE1_1 0.0172 6.9107
 HME_DE1_2 0.1023 66.3038
  HME_D0_1 0.1107 212.1279
  HME_D0_2 0.1678 274.6614
 HME_DW1_1 1.1162 175.0553
 HME_DW2_1 0.3542 259.0862
 HME_SE3_1 0.0511 158.7113
 HME_SE3_2 0.0834 10.8661
 HME_SE3_3 0.1039 170.2321
 HME_SE3_4 0.0719 205.8812
 HME_SE2_1 0.0273 210.7459
 HME_SE2_2 0.1183 181.3588
 HME_SE2_3 0.1847 128.4919
 HME_SE2_4 0.1231 129.0479
 HME_SE1_1 0.0237 128.2192
 HME_SE1_2 0.0128 221.0439
 HME_SE1_3 0.0537 19.2125
 HME_SE1_4 0.0426 234.6651
  HME_S0_1 0.0093 66.6862
  HME_S0_2 0.0764 38.5202
  HME_S0_3 0.2188 359.0226
  HME_S0_4 0.1079 180.9421
 HME_SW1_1 0.0481 218.1626
 HME_SW1_2 0.1179 61.4672
 HME_SW1_3 0.2050 70.6821
 HME_SW1_4 0.1212 19.3237
 HME_SW2_1 0.2846 151.3679
 HME_SW2_2 0.6134 74.7975
 HME_SW2_3 0.9345 347.5192
 HME_SW2_4 0.1601 202.4167
 HME_SW3_1 0.0921 259.7700
 HME_SW3_2 0.3869 151.8260
 HME_SW3_3 0.0570 291.9700
 HME_SW3_4 0.0956 181.0830
 HME_SW4_1 0.1299 214.9623
 HME_SW4_2 0.1197 143.8934
 HME_SW4_3 0.1983 34.3653
 HME_SW4_4 0.1486 47.2022
 HME_SW6_1 0.0338 34.0014
 HME_SW6_2 0.0400 298.7444
 HME_SW6_3 0.0580 229.6042
 HME_TW3_1 0.0638 282.8455
 HME_TW3_2 0.1500 341.4377
 HME_TW3_3 0.5190 116.5188
 HME_TW3_4 0.2554 297.0100
