# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5128 133.5605
 HME_DE3_2 0.2490 138.9497
 HME_DE2_1 0.1505 74.2591
 HME_DE2_2 0.1233 79.8814
 HME_DE1_1 0.0117 43.7919
 HME_DE1_2 0.0145 127.8170
  HME_D0_1 0.1105 204.3636
  HME_D0_2 0.1214 277.0614
 HME_DW1_1 1.2282 174.8408
 HME_DW2_1 0.3164 252.5962
 HME_SE3_1 0.0578 151.5822
 HME_SE3_2 0.0800 12.2642
 HME_SE3_3 0.1232 163.5346
 HME_SE3_4 0.0806 183.7355
 HME_SE2_1 0.0253 215.1724
 HME_SE2_2 0.1010 188.9697
 HME_SE2_3 0.1132 142.9996
 HME_SE2_4 0.1015 131.2564
 HME_SE1_1 0.0280 121.1051
 HME_SE1_2 0.0125 221.5871
 HME_SE1_3 0.0453 26.8624
 HME_SE1_4 0.0926 248.3645
  HME_S0_1 0.0121 305.0127
  HME_S0_2 0.0796 42.4260
  HME_S0_3 0.2194 2.7473
  HME_S0_4 0.1102 193.4550
 HME_SW1_1 0.0486 204.4698
 HME_SW1_2 0.1247 59.4442
 HME_SW1_3 0.2092 71.2765
 HME_SW1_4 0.0958 4.8099
 HME_SW2_1 0.2783 155.7471
 HME_SW2_2 0.5210 89.3790
 HME_SW2_3 0.9123 346.7645
 HME_SW2_4 0.0297 13.8463
 HME_SW3_1 0.1565 254.1104
 HME_SW3_2 0.4113 157.3001
 HME_SW3_3 0.0371 299.5661
 HME_SW3_4 0.0935 210.0825
 HME_SW4_1 0.1810 196.6532
 HME_SW4_2 0.0853 158.3488
 HME_SW4_3 0.2269 34.2341
 HME_SW4_4 0.1283 40.5137
 HME_SW6_1 0.0958 8.9338
 HME_SW6_2 0.0470 344.3328
 HME_SW6_3 0.0572 236.8234
 HME_TW3_1 0.0205 300.0949
 HME_TW3_2 0.1264 13.6130
 HME_TW3_3 0.5965 126.5001
 HME_TW3_4 0.1611 321.4429
