# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.3557 135.3081
 HME_DE3_2 0.1846 122.5900
 HME_DE2_1 0.1877 48.6706
 HME_DE2_2 0.0997 62.0855
 HME_DE1_1 0.0138 31.9927
 HME_DE1_2 0.1226 43.0450
  HME_D0_1 0.1139 210.8068
  HME_D0_2 0.1573 269.2396
 HME_DW1_1 1.0782 174.0118
 HME_DW2_1 0.2558 264.9409
 HME_SE3_1 0.0335 157.0335
 HME_SE3_2 0.1174 3.1290
 HME_SE3_3 0.0828 158.7632
 HME_SE3_4 0.0520 221.5036
 HME_SE2_1 0.0289 178.5054
 HME_SE2_2 0.1325 171.8606
 HME_SE2_3 0.2278 124.5066
 HME_SE2_4 0.1180 125.9765
 HME_SE1_1 0.0290 127.1161
 HME_SE1_2 0.0166 209.4963
 HME_SE1_3 0.0714 36.9107
 HME_SE1_4 0.0427 157.3994
  HME_S0_1 0.0214 49.0058
  HME_S0_2 0.0937 33.1451
  HME_S0_3 0.2123 351.4017
  HME_S0_4 0.0915 174.7005
 HME_SW1_1 0.0438 203.6446
 HME_SW1_2 0.1176 67.7748
 HME_SW1_3 0.1614 72.2617
 HME_SW1_4 0.1346 37.2217
 HME_SW2_1 0.2552 143.6577
 HME_SW2_2 0.7472 72.6581
 HME_SW2_3 0.8661 349.0134
 HME_SW2_4 0.2918 216.2979
 HME_SW3_1 0.1619 235.5910
 HME_SW3_2 0.3511 143.9685
 HME_SW3_3 0.0803 266.6757
 HME_SW3_4 0.1063 174.7011
 HME_SW4_1 0.1225 209.0773
 HME_SW4_2 0.1069 132.1279
 HME_SW4_3 0.1820 31.4354
 HME_SW4_4 0.1355 54.7729
 HME_SW6_1 0.0211 174.0698
 HME_SW6_2 0.0258 291.5233
 HME_SW6_3 0.0651 217.9296
 HME_TW3_1 0.0741 282.2813
 HME_TW3_2 0.1801 304.9544
 HME_TW3_3 0.4581 115.5385
 HME_TW3_4 0.3106 263.8942
