# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.2430 131.6411
 HME_DE3_2 0.2118 98.6991
 HME_DE2_1 0.2967 27.5849
 HME_DE2_2 0.2533 72.6991
 HME_DE1_1 0.0593 103.6876
 HME_DE1_2 0.1817 228.0874
  HME_D0_1 0.1576 256.1852
  HME_D0_2 0.1131 247.3768
 HME_DW1_1 0.9279 199.6511
 HME_DW2_1 0.2423 18.3016
 HME_SE3_1 0.0130 179.8438
 HME_SE3_2 0.1752 24.2739
 HME_SE3_3 0.0327 353.8909
 HME_SE3_4 0.0882 55.3353
 HME_SE2_1 0.0771 213.7399
 HME_SE2_2 0.0808 264.6392
 HME_SE2_3 0.2021 169.0111
 HME_SE2_4 0.0329 162.2483
 HME_SE1_1 0.0196 32.0711
 HME_SE1_2 0.0263 266.7605
 HME_SE1_3 0.1086 78.3182
 HME_SE1_4 0.0572 257.7509
  HME_S0_1 0.0217 281.9725
  HME_S0_2 0.0858 52.5579
  HME_S0_3 0.0372 33.3714
  HME_S0_4 0.0961 48.5556
 HME_SW1_1 0.0239 238.7391
 HME_SW1_2 0.0882 61.7425
 HME_SW1_3 0.0514 212.3655
 HME_SW1_4 0.0719 53.3939
 HME_SW2_1 0.2306 194.2254
 HME_SW2_2 0.9984 81.3634
 HME_SW2_3 0.5351 340.0469
 HME_SW2_4 0.1333 182.7251
 HME_SW3_1 0.1829 206.2322
 HME_SW3_2 0.1768 52.6919
 HME_SW3_3 0.1007 187.7227
 HME_SW3_4 0.0587 64.6684
 HME_SW4_1 0.0997 301.7235
 HME_SW4_2 0.1007 27.7390
 HME_SW4_3 0.0385 265.9554
 HME_SW4_4 0.0370 8.4770
 HME_SW6_1 0.0339 80.9069
 HME_SW6_2 0.0402 26.9310
 HME_SW6_3 0.0410 305.4677
 HME_TW3_1 0.1422 110.7267
 HME_TW3_2 0.1575 313.0301
 HME_TW3_3 0.1223 88.8586
 HME_TW3_4 0.2196 169.0338
