# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.2758 134.2921
 HME_DE3_2 0.2237 114.2356
 HME_DE2_1 0.2456 22.0605
 HME_DE2_2 0.2149 89.1865
 HME_DE1_1 0.0551 109.5459
 HME_DE1_2 0.1516 219.5290
  HME_D0_1 0.1396 253.7130
  HME_D0_2 0.1139 238.0011
 HME_DW1_1 1.0898 193.3547
 HME_DW2_1 0.2180 353.9476
 HME_SE3_1 0.0180 164.4023
 HME_SE3_2 0.1839 22.9646
 HME_SE3_3 0.0198 17.2989
 HME_SE3_4 0.0774 56.6225
 HME_SE2_1 0.0833 211.9543
 HME_SE2_2 0.1228 259.9248
 HME_SE2_3 0.1900 153.8588
 HME_SE2_4 0.0214 123.3696
 HME_SE1_1 0.0195 21.9231
 HME_SE1_2 0.0355 275.0690
 HME_SE1_3 0.0964 77.9433
 HME_SE1_4 0.0523 234.1050
  HME_S0_1 0.0247 274.8403
  HME_S0_2 0.0784 44.8117
  HME_S0_3 0.0462 36.3463
  HME_S0_4 0.0895 33.8367
 HME_SW1_1 0.0299 222.9982
 HME_SW1_2 0.0797 66.1799
 HME_SW1_3 0.0258 149.5921
 HME_SW1_4 0.0679 38.4722
 HME_SW2_1 0.2569 200.3520
 HME_SW2_2 1.0927 95.6065
 HME_SW2_3 0.5512 333.2695
 HME_SW2_4 0.1251 211.2421
 HME_SW3_1 0.1911 206.9192
 HME_SW3_2 0.2106 58.3576
 HME_SW3_3 0.0931 170.0274
 HME_SW3_4 0.0802 80.2227
 HME_SW4_1 0.0627 286.7821
 HME_SW4_2 0.0985 26.2821
 HME_SW4_3 0.0225 285.6913
 HME_SW4_4 0.0486 2.6672
 HME_SW6_1 0.0413 92.1730
 HME_SW6_2 0.0569 336.8786
 HME_SW6_3 0.0410 255.2439
 HME_TW3_1 0.1732 78.5705
 HME_TW3_2 0.2474 304.7773
 HME_TW3_3 0.1315 126.3399
 HME_TW3_4 0.2180 192.0312
