# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4267 130.5708
 HME_DE3_2 0.0956 82.9768
 HME_DE2_1 0.2689 38.6804
 HME_DE2_2 0.1831 36.2867
 HME_DE1_1 0.0062 38.7826
 HME_DE1_2 0.0383 205.3500
  HME_D0_1 0.1658 212.6587
  HME_D0_2 0.2006 249.9162
 HME_DW1_1 0.9364 165.7457
 HME_DW2_1 0.2087 338.4376
 HME_SE3_1 0.0299 202.6176
 HME_SE3_2 0.1401 10.2372
 HME_SE3_3 0.0921 167.2259
 HME_SE3_4 0.0281 141.5540
 HME_SE2_1 0.0365 212.4874
 HME_SE2_2 0.0984 170.3732
 HME_SE2_3 0.2563 143.2056
 HME_SE2_4 0.0309 259.4390
 HME_SE1_1 0.0251 140.7890
 HME_SE1_2 0.0168 153.6559
 HME_SE1_3 0.0624 64.4848
 HME_SE1_4 0.0554 174.9060
  HME_S0_1 0.0232 45.1337
  HME_S0_2 0.0582 39.6561
  HME_S0_3 0.1159 355.1487
  HME_S0_4 0.0728 69.0391
 HME_SW1_1 0.0596 195.0582
 HME_SW1_2 0.0891 56.0851
 HME_SW1_3 0.0981 21.4433
 HME_SW1_4 0.0784 61.7482
 HME_SW2_1 0.2077 187.2735
 HME_SW2_2 0.7310 90.8175
 HME_SW2_3 0.9730 346.4827
 HME_SW2_4 0.3125 195.0621
 HME_SW3_1 0.1451 199.4203
 HME_SW3_2 0.2912 88.6219
 HME_SW3_3 0.1294 291.3891
 HME_SW3_4 0.0935 135.3263
 HME_SW4_1 0.1363 248.8097
 HME_SW4_2 0.1220 60.2904
 HME_SW4_3 0.0988 4.5319
 HME_SW4_4 0.0576 69.8626
 HME_SW6_1 0.0174 310.8332
 HME_SW6_2 0.0639 324.5527
 HME_SW6_3 0.0375 228.5101
 HME_TW3_1 0.1406 313.9291
 HME_TW3_2 0.1986 325.9409
 HME_TW3_3 0.3124 145.4407
 HME_TW3_4 0.1748 232.9210
