# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4389 135.8380
 HME_DE3_2 0.1909 141.9270
 HME_DE2_1 0.2354 43.7526
 HME_DE2_2 0.1184 109.2690
 HME_DE1_1 0.0111 339.3162
 HME_DE1_2 0.0805 119.1790
  HME_D0_1 0.2109 224.2029
  HME_D0_2 0.2162 248.0802
 HME_DW1_1 0.9821 160.5957
 HME_DW2_1 0.2497 246.1380
 HME_SE3_1 0.0356 170.2050
 HME_SE3_2 0.1286 8.3584
 HME_SE3_3 0.1002 165.2213
 HME_SE3_4 0.0657 156.7115
 HME_SE2_1 0.0304 222.2437
 HME_SE2_2 0.1567 206.4610
 HME_SE2_3 0.2023 160.1349
 HME_SE2_4 0.0594 145.5824
 HME_SE1_1 0.0089 214.6394
 HME_SE1_2 0.0168 311.3806
 HME_SE1_3 0.0565 46.3032
 HME_SE1_4 0.0517 266.5782
  HME_S0_1 0.0183 74.5403
  HME_S0_2 0.0687 48.0362
  HME_S0_3 0.2107 351.8240
  HME_S0_4 0.0581 128.7542
 HME_SW1_1 0.0711 172.3728
 HME_SW1_2 0.0630 74.3873
 HME_SW1_3 0.3064 55.7292
 HME_SW1_4 0.1288 32.2406
 HME_SW2_1 0.2719 168.5530
 HME_SW2_2 0.6690 78.5310
 HME_SW2_3 1.0106 351.8132
 HME_SW2_4 0.1006 209.9617
 HME_SW3_1 0.1100 276.3312
 HME_SW3_2 0.3460 145.0592
 HME_SW3_3 0.1245 291.1739
 HME_SW3_4 0.0846 97.3481
 HME_SW4_1 0.2658 186.1439
 HME_SW4_2 0.1549 124.6939
 HME_SW4_3 0.1815 40.7679
 HME_SW4_4 0.0543 31.5674
 HME_SW6_1 0.0636 335.0236
 HME_SW6_2 0.0766 308.5627
 HME_SW6_3 0.0286 214.0979
 HME_TW3_1 0.0113 355.6114
 HME_TW3_2 0.1976 302.1192
 HME_TW3_3 0.4266 127.0346
 HME_TW3_4 0.2773 312.4574
