# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4412 141.0718
 HME_DE3_2 0.1217 117.9372
 HME_DE2_1 0.2160 43.7821
 HME_DE2_2 0.1304 71.6233
 HME_DE1_1 0.0168 8.9365
 HME_DE1_2 0.0468 196.1993
  HME_D0_1 0.2191 216.7407
  HME_D0_2 0.1919 249.4529
 HME_DW1_1 0.9845 161.1793
 HME_DW2_1 0.1107 256.3486
 HME_SE3_1 0.0375 177.0908
 HME_SE3_2 0.1421 14.3831
 HME_SE3_3 0.1003 159.1445
 HME_SE3_4 0.0684 153.2104
 HME_SE2_1 0.0403 209.9130
 HME_SE2_2 0.1430 189.4441
 HME_SE2_3 0.2230 154.2503
 HME_SE2_4 0.0298 147.0075
 HME_SE1_1 0.0160 162.9542
 HME_SE1_2 0.0064 156.5165
 HME_SE1_3 0.0757 54.8604
 HME_SE1_4 0.0341 267.2670
  HME_S0_1 0.0245 38.9582
  HME_S0_2 0.0773 43.2430
  HME_S0_3 0.2176 348.8574
  HME_S0_4 0.0907 97.4555
 HME_SW1_1 0.0579 170.9529
 HME_SW1_2 0.1089 78.5716
 HME_SW1_3 0.2422 45.0282
 HME_SW1_4 0.0957 31.6596
 HME_SW2_1 0.2495 167.1317
 HME_SW2_2 0.6681 72.1624
 HME_SW2_3 0.9859 349.2033
 HME_SW2_4 0.2726 200.4669
 HME_SW3_1 0.1686 246.9539
 HME_SW3_2 0.2876 127.6713
 HME_SW3_3 0.1402 285.4378
 HME_SW3_4 0.0829 131.6414
 HME_SW4_1 0.1936 198.3389
 HME_SW4_2 0.1405 95.8437
 HME_SW4_3 0.1774 33.5841
 HME_SW4_4 0.0493 47.1648
 HME_SW6_1 0.0546 311.8597
 HME_SW6_2 0.0572 308.4095
 HME_SW6_3 0.0207 214.1985
 HME_TW3_1 0.0503 319.2634
 HME_TW3_2 0.1768 275.2389
 HME_TW3_3 0.2910 134.4859
 HME_TW3_4 0.2529 277.2522
