# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5766 116.3486
 HME_DE3_2 0.3200 179.3682
 HME_DE2_1 0.2830 31.0685
 HME_DE2_2 0.1892 158.9838
 HME_DE1_1 0.0039 249.9577
 HME_DE1_2 0.0823 245.8549
  HME_D0_1 0.1943 206.6307
  HME_D0_2 0.1181 251.8602
 HME_DW1_1 0.7783 162.0564
 HME_DW2_1 0.4965 243.0855
 HME_SE3_1 0.0410 128.4959
 HME_SE3_2 0.0779 315.9775
 HME_SE3_3 0.0236 280.8023
 HME_SE3_4 0.0632 192.9970
 HME_SE2_1 0.0402 165.3827
 HME_SE2_2 0.1567 242.4899
 HME_SE2_3 0.1111 333.6993
 HME_SE2_4 0.0478 39.5440
 HME_SE1_1 0.0274 13.3938
 HME_SE1_2 0.0398 2.6478
 HME_SE1_3 0.0280 285.9634
 HME_SE1_4 0.0661 265.9312
  HME_S0_1 0.0108 232.4277
  HME_S0_2 0.0462 52.0583
  HME_S0_3 0.1275 25.1714
  HME_S0_4 0.0989 164.4339
 HME_SW1_1 0.0236 268.9589
 HME_SW1_2 0.1035 116.4228
 HME_SW1_3 0.2074 68.4238
 HME_SW1_4 0.1332 263.8786
 HME_SW2_1 0.2439 180.1305
 HME_SW2_2 0.4727 163.9585
 HME_SW2_3 0.5307 353.7302
 HME_SW2_4 0.3023 50.0817
 HME_SW3_1 0.1484 356.3290
 HME_SW3_2 0.0454 250.9692
 HME_SW3_3 0.0506 163.8691
 HME_SW3_4 0.0757 326.3262
 HME_SW4_1 0.2817 167.9040
 HME_SW4_2 0.0819 140.0669
 HME_SW4_3 0.0411 4.3110
 HME_SW4_4 0.0393 340.3721
 HME_SW6_1 0.1095 329.5022
 HME_SW6_2 0.0497 7.3831
 HME_SW6_3 0.0205 85.0824
 HME_TW3_1 0.0722 292.8799
 HME_TW3_2 0.0929 7.8117
 HME_TW3_3 0.2431 72.4549
 HME_TW3_4 0.1214 143.5772
