# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.7797 127.0462
 HME_DE3_2 0.2284 150.2664
 HME_DE2_1 0.2297 30.0532
 HME_DE2_2 0.1640 141.0589
 HME_DE1_1 0.0097 350.9467
 HME_DE1_2 0.0732 260.0970
  HME_D0_1 0.1463 226.0777
  HME_D0_2 0.1126 276.7409
 HME_DW1_1 0.8793 163.5833
 HME_DW2_1 0.5258 212.4619
 HME_SE3_1 0.0283 144.4993
 HME_SE3_2 0.0624 348.9873
 HME_SE3_3 0.0445 203.5413
 HME_SE3_4 0.0757 205.3788
 HME_SE2_1 0.0387 184.2682
 HME_SE2_2 0.1951 202.2199
 HME_SE2_3 0.0593 293.4285
 HME_SE2_4 0.0206 164.1658
 HME_SE1_1 0.0076 356.5731
 HME_SE1_2 0.0277 1.2435
 HME_SE1_3 0.0195 256.9586
 HME_SE1_4 0.0875 242.0374
  HME_S0_1 0.0094 250.0685
  HME_S0_2 0.0329 61.8465
  HME_S0_3 0.1490 2.7633
  HME_S0_4 0.1174 158.6155
 HME_SW1_1 0.0560 299.0223
 HME_SW1_2 0.1000 63.3358
 HME_SW1_3 0.1550 26.1579
 HME_SW1_4 0.0900 210.7824
 HME_SW2_1 0.0715 259.6332
 HME_SW2_2 0.4264 138.5493
 HME_SW2_3 0.3194 10.4219
 HME_SW2_4 0.1583 176.4785
 HME_SW3_1 0.2224 318.7944
 HME_SW3_2 0.0343 39.6006
 HME_SW3_3 0.0959 292.7841
 HME_SW3_4 0.0722 322.1381
 HME_SW4_1 0.1705 156.6828
 HME_SW4_2 0.2022 145.1342
 HME_SW4_3 0.0796 0.1991
 HME_SW4_4 0.0601 347.5557
 HME_SW6_1 0.0482 277.9960
 HME_SW6_2 0.0799 313.1567
 HME_SW6_3 0.0231 70.1214
 HME_TW3_1 0.1059 178.7210
 HME_TW3_2 0.1378 341.1901
 HME_TW3_3 0.3709 101.4537
 HME_TW3_4 0.1672 196.6648
