# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5541 140.0088
 HME_DE3_2 0.3126 206.5851
 HME_DE2_1 0.1284 50.5916
 HME_DE2_2 0.2173 147.0094
 HME_DE1_1 0.0295 146.8146
 HME_DE1_2 0.2208 112.7181
  HME_D0_1 0.1392 223.0255
  HME_D0_2 0.1032 310.7244
 HME_DW1_1 1.5695 169.0041
 HME_DW2_1 0.6576 230.2494
 HME_SE3_1 0.0625 153.6584
 HME_SE3_2 0.0648 42.4631
 HME_SE3_3 0.0563 187.2742
 HME_SE3_4 0.0204 169.2766
 HME_SE2_1 0.0431 223.2135
 HME_SE2_2 0.1478 208.1872
 HME_SE2_3 0.1048 181.3786
 HME_SE2_4 0.1344 116.5690
 HME_SE1_1 0.0103 175.0417
 HME_SE1_2 0.0373 326.5872
 HME_SE1_3 0.0263 59.1838
 HME_SE1_4 0.0942 322.6104
  HME_S0_1 0.0257 116.9544
  HME_S0_2 0.0786 26.6657
  HME_S0_3 0.1526 337.8091
  HME_S0_4 0.1065 130.9954
 HME_SW1_1 0.0707 279.5863
 HME_SW1_2 0.0630 45.9384
 HME_SW1_3 0.1331 75.2967
 HME_SW1_4 0.1958 339.4956
 HME_SW2_1 0.2947 168.7551
 HME_SW2_2 0.2407 35.9637
 HME_SW2_3 0.6689 347.3177
 HME_SW2_4 0.1976 353.8164
 HME_SW3_1 0.1567 308.5695
 HME_SW3_2 0.3986 157.9880
 HME_SW3_3 0.0494 27.2347
 HME_SW3_4 0.0806 139.0991
 HME_SW4_1 0.1626 221.6768
 HME_SW4_2 0.1430 182.2958
 HME_SW4_3 0.1824 58.7901
 HME_SW4_4 0.0592 39.5486
 HME_SW6_1 0.2067 336.0800
 HME_SW6_2 0.0187 8.8945
 HME_SW6_3 0.0186 296.8378
 HME_TW3_1 0.0545 113.6993
 HME_TW3_2 0.1225 71.1959
 HME_TW3_3 0.4428 126.3736
 HME_TW3_4 0.2334 21.9758
