# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5601 140.7835
 HME_DE3_2 0.1212 132.2683
 HME_DE2_1 0.1395 26.5542
 HME_DE2_2 0.1127 100.1443
 HME_DE1_1 0.0300 54.7958
 HME_DE1_2 0.1327 150.7449
  HME_D0_1 0.1003 237.8338
  HME_D0_2 0.1351 251.4151
 HME_DW1_1 1.3621 169.4889
 HME_DW2_1 0.1878 234.8581
 HME_SE3_1 0.0546 158.2676
 HME_SE3_2 0.1115 19.7256
 HME_SE3_3 0.0826 155.6601
 HME_SE3_4 0.0180 152.3012
 HME_SE2_1 0.0170 176.0131
 HME_SE2_2 0.0998 165.1359
 HME_SE2_3 0.1643 135.0615
 HME_SE2_4 0.0693 100.8150
 HME_SE1_1 0.0211 61.5597
 HME_SE1_2 0.0074 28.7710
 HME_SE1_3 0.0604 47.6139
 HME_SE1_4 0.0662 271.7100
  HME_S0_1 0.0098 26.0393
  HME_S0_2 0.0614 26.3876
  HME_S0_3 0.1119 341.7394
  HME_S0_4 0.0881 99.4481
 HME_SW1_1 0.0044 14.3074
 HME_SW1_2 0.1009 5.5077
 HME_SW1_3 0.2044 1.3641
 HME_SW1_4 0.1614 59.9183
 HME_SW2_1 0.2693 176.4719
 HME_SW2_2 0.7771 50.4599
 HME_SW2_3 0.9860 345.1979
 HME_SW2_4 0.4045 226.6980
 HME_SW3_1 0.1745 238.1424
 HME_SW3_2 0.2727 120.9605
 HME_SW3_3 0.0632 294.6543
 HME_SW3_4 0.0094 194.0545
 HME_SW4_1 0.0644 240.0133
 HME_SW4_2 0.1493 135.8320
 HME_SW4_3 0.1872 34.5623
 HME_SW4_4 0.0825 62.2121
 HME_SW6_1 0.0260 316.7769
 HME_SW6_2 0.0431 27.6094
 HME_SW6_3 0.0564 178.0688
 HME_TW3_1 0.0837 268.2903
 HME_TW3_2 0.0464 256.1391
 HME_TW3_3 0.3674 124.8800
 HME_TW3_4 0.1474 225.2776
