# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5221 143.6941
 HME_DE3_2 0.1463 144.1128
 HME_DE2_1 0.1209 38.6679
 HME_DE2_2 0.1551 115.1736
 HME_DE1_1 0.0230 31.6767
 HME_DE1_2 0.1782 136.0271
  HME_D0_1 0.0931 242.6268
  HME_D0_2 0.0936 243.4636
 HME_DW1_1 1.5142 172.0182
 HME_DW2_1 0.1893 222.6740
 HME_SE3_1 0.0430 159.3537
 HME_SE3_2 0.1013 23.9862
 HME_SE3_3 0.0937 155.5578
 HME_SE3_4 0.0152 119.6189
 HME_SE2_1 0.0165 186.1388
 HME_SE2_2 0.0991 174.4909
 HME_SE2_3 0.1522 137.8176
 HME_SE2_4 0.0810 93.9453
 HME_SE1_1 0.0198 69.6835
 HME_SE1_2 0.0072 20.1597
 HME_SE1_3 0.0555 38.4660
 HME_SE1_4 0.0589 270.9118
  HME_S0_1 0.0061 67.5142
  HME_S0_2 0.0569 23.2184
  HME_S0_3 0.1228 350.1756
  HME_S0_4 0.1016 103.4325
 HME_SW1_1 0.0058 100.1515
 HME_SW1_2 0.1032 13.5152
 HME_SW1_3 0.2225 10.1206
 HME_SW1_4 0.1510 65.1408
 HME_SW2_1 0.2720 175.8240
 HME_SW2_2 0.7154 52.9291
 HME_SW2_3 0.9458 343.7552
 HME_SW2_4 0.3359 236.2683
 HME_SW3_1 0.1958 234.4207
 HME_SW3_2 0.2191 121.7578
 HME_SW3_3 0.0732 264.1407
 HME_SW3_4 0.0058 358.2591
 HME_SW4_1 0.0700 222.0140
 HME_SW4_2 0.1584 136.4215
 HME_SW4_3 0.2085 34.3050
 HME_SW4_4 0.0696 52.3071
 HME_SW6_1 0.0453 305.4446
 HME_SW6_2 0.0331 25.8487
 HME_SW6_3 0.0548 171.8628
 HME_TW3_1 0.0705 234.9604
 HME_TW3_2 0.0854 242.7627
 HME_TW3_3 0.3411 124.8404
 HME_TW3_4 0.1370 218.0723
