# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5582 134.4582
 HME_DE3_2 0.0922 61.8736
 HME_DE2_1 0.1967 31.9605
 HME_DE2_2 0.0676 8.6106
 HME_DE1_1 0.0224 107.7302
 HME_DE1_2 0.0619 138.1654
  HME_D0_1 0.1471 226.6232
  HME_D0_2 0.1762 254.7149
 HME_DW1_1 1.0247 162.8486
 HME_DW2_1 0.1160 277.9791
 HME_SE3_1 0.0469 171.2444
 HME_SE3_2 0.1336 11.0855
 HME_SE3_3 0.0620 164.1231
 HME_SE3_4 0.0322 141.3738
 HME_SE2_1 0.0198 224.1389
 HME_SE2_2 0.1155 166.7712
 HME_SE2_3 0.1706 137.0266
 HME_SE2_4 0.0468 118.6696
 HME_SE1_1 0.0213 67.1299
 HME_SE1_2 0.0161 88.3826
 HME_SE1_3 0.0799 54.7909
 HME_SE1_4 0.0647 275.7145
  HME_S0_1 0.0122 67.9613
  HME_S0_2 0.0884 36.8719
  HME_S0_3 0.0920 344.1325
  HME_S0_4 0.0469 83.9936
 HME_SW1_1 0.0237 240.2777
 HME_SW1_2 0.1185 20.7403
 HME_SW1_3 0.1206 13.5131
 HME_SW1_4 0.1085 68.6807
 HME_SW2_1 0.2772 155.5824
 HME_SW2_2 0.8373 46.8508
 HME_SW2_3 1.0022 350.5941
 HME_SW2_4 0.4553 214.4732
 HME_SW3_1 0.1916 227.8019
 HME_SW3_2 0.2968 113.2061
 HME_SW3_3 0.1386 315.1278
 HME_SW3_4 0.0956 159.8084
 HME_SW4_1 0.1107 239.2035
 HME_SW4_2 0.0651 134.3952
 HME_SW4_3 0.0976 24.3354
 HME_SW4_4 0.0891 66.6241
 HME_SW6_1 0.0421 80.1797
 HME_SW6_2 0.0466 9.8367
 HME_SW6_3 0.0585 201.5038
 HME_TW3_1 0.1072 253.0778
 HME_TW3_2 0.0748 111.9710
 HME_TW3_3 0.2494 114.8081
 HME_TW3_4 0.0961 219.3409
