# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.1779 52.8991
 HME_DE3_2 0.2625 212.0298
 HME_DE2_1 0.1897 60.5712
 HME_DE2_2 0.2094 202.7012
 HME_DE1_1 0.0136 30.5810
 HME_DE1_2 0.1860 89.3483
  HME_D0_1 0.1153 183.5914
  HME_D0_2 0.0404 9.1240
 HME_DW1_1 1.4219 156.9013
 HME_DW2_1 0.3078 172.0916
 HME_SE3_1 0.0229 164.6347
 HME_SE3_2 0.1073 13.4557
 HME_SE3_3 0.0468 176.2700
 HME_SE3_4 0.0387 205.3827
 HME_SE2_1 0.0075 333.8464
 HME_SE2_2 0.0912 301.4686
 HME_SE2_3 0.1005 227.6629
 HME_SE2_4 0.0586 122.4282
 HME_SE1_1 0.0107 136.9855
 HME_SE1_2 0.0405 20.0558
 HME_SE1_3 0.0291 13.3854
 HME_SE1_4 0.0312 337.4050
  HME_S0_1 0.0093 120.7406
  HME_S0_2 0.0083 69.9614
  HME_S0_3 0.1235 344.9590
  HME_S0_4 0.0863 143.7706
 HME_SW1_1 0.0218 199.2621
 HME_SW1_2 0.1119 26.6971
 HME_SW1_3 0.1173 108.8082
 HME_SW1_4 0.0469 285.6951
 HME_SW2_1 0.2744 138.3596
 HME_SW2_2 0.0972 221.0532
 HME_SW2_3 0.7671 323.7877
 HME_SW2_4 0.4099 345.2437
 HME_SW3_1 0.0563 269.3250
 HME_SW3_2 0.1770 211.8735
 HME_SW3_3 0.0858 139.8765
 HME_SW3_4 0.0634 242.1548
 HME_SW4_1 0.2971 166.1060
 HME_SW4_2 0.0388 40.8960
 HME_SW4_3 0.1202 8.7614
 HME_SW4_4 0.0100 33.3366
 HME_SW6_1 0.0886 238.3345
 HME_SW6_2 0.0514 129.1345
 HME_SW6_3 0.0205 161.3843
 HME_TW3_1 0.0277 47.3216
 HME_TW3_2 0.0792 21.7309
 HME_TW3_3 0.2376 104.6452
 HME_TW3_4 0.2612 350.4824
