# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.1956 104.4845
 HME_DE3_2 0.2869 206.5668
 HME_DE2_1 0.1585 60.7229
 HME_DE2_2 0.1674 185.6548
 HME_DE1_1 0.0145 44.3725
 HME_DE1_2 0.1949 99.1343
  HME_D0_1 0.0802 216.1110
  HME_D0_2 0.0044 156.4971
 HME_DW1_1 1.5630 164.7278
 HME_DW2_1 0.3126 181.3049
 HME_SE3_1 0.0122 185.5762
 HME_SE3_2 0.0985 6.6163
 HME_SE3_3 0.0794 167.2579
 HME_SE3_4 0.0375 210.3507
 HME_SE2_1 0.0046 148.2078
 HME_SE2_2 0.0877 272.7827
 HME_SE2_3 0.0832 220.8941
 HME_SE2_4 0.0539 123.8140
 HME_SE1_1 0.0141 116.0034
 HME_SE1_2 0.0291 6.4803
 HME_SE1_3 0.0342 20.3709
 HME_SE1_4 0.0347 347.5219
  HME_S0_1 0.0177 148.1705
  HME_S0_2 0.0146 60.1627
  HME_S0_3 0.1252 342.2532
  HME_S0_4 0.0946 139.3045
 HME_SW1_1 0.0217 130.1073
 HME_SW1_2 0.1014 34.7382
 HME_SW1_3 0.0828 79.6407
 HME_SW1_4 0.0431 352.0011
 HME_SW2_1 0.2866 146.8678
 HME_SW2_2 0.1576 82.3938
 HME_SW2_3 0.8097 326.6921
 HME_SW2_4 0.3949 335.7464
 HME_SW3_1 0.0776 243.1883
 HME_SW3_2 0.1651 200.4946
 HME_SW3_3 0.1041 156.3476
 HME_SW3_4 0.0645 256.0723
 HME_SW4_1 0.2733 170.3758
 HME_SW4_2 0.0766 104.3974
 HME_SW4_3 0.1649 28.2489
 HME_SW4_4 0.0265 10.1053
 HME_SW6_1 0.0746 235.3126
 HME_SW6_2 0.0596 136.4921
 HME_SW6_3 0.0323 148.6895
 HME_TW3_1 0.0442 231.0079
 HME_TW3_2 0.1375 19.8465
 HME_TW3_3 0.2986 117.7803
 HME_TW3_4 0.1652 348.6353
