# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4189 144.5257
 HME_DE3_2 0.1958 193.9899
 HME_DE2_1 0.1037 51.3382
 HME_DE2_2 0.2033 144.8385
 HME_DE1_1 0.0155 47.8945
 HME_DE1_2 0.2217 120.3893
  HME_D0_1 0.1393 231.6376
  HME_D0_2 0.0716 255.3165
 HME_DW1_1 1.6338 170.4459
 HME_DW2_1 0.2373 187.9110
 HME_SE3_1 0.0332 153.9460
 HME_SE3_2 0.0835 16.7992
 HME_SE3_3 0.0889 168.7252
 HME_SE3_4 0.0227 205.0167
 HME_SE2_1 0.0129 207.0991
 HME_SE2_2 0.0736 229.2044
 HME_SE2_3 0.1070 163.8461
 HME_SE2_4 0.0599 114.5901
 HME_SE1_1 0.0195 69.8271
 HME_SE1_2 0.0128 34.5646
 HME_SE1_3 0.0547 36.4678
 HME_SE1_4 0.0575 280.3042
  HME_S0_1 0.0154 112.5503
  HME_S0_2 0.0526 14.6513
  HME_S0_3 0.1098 349.5171
  HME_S0_4 0.0991 127.6731
 HME_SW1_1 0.0239 219.6226
 HME_SW1_2 0.0866 33.1690
 HME_SW1_3 0.1688 38.2223
 HME_SW1_4 0.1089 42.3051
 HME_SW2_1 0.3761 162.9218
 HME_SW2_2 0.4510 64.8380
 HME_SW2_3 0.9236 336.8818
 HME_SW2_4 0.2273 299.5438
 HME_SW3_1 0.1771 229.6160
 HME_SW3_2 0.1883 153.4803
 HME_SW3_3 0.0691 216.5299
 HME_SW3_4 0.0562 261.3609
 HME_SW4_1 0.1633 202.6472
 HME_SW4_2 0.1536 140.3817
 HME_SW4_3 0.2379 28.9368
 HME_SW4_4 0.0603 63.0831
 HME_SW6_1 0.0387 271.0353
 HME_SW6_2 0.0429 154.7861
 HME_SW6_3 0.0368 135.8156
 HME_TW3_1 0.0535 227.6628
 HME_TW3_2 0.1456 319.5243
 HME_TW3_3 0.3364 120.0084
 HME_TW3_4 0.0805 346.4803
