#START
 2019 01 01 12 00 00  3.50609761e-03 2.12933996e-03 1.16430804e-03 8.18746986e-04 5.73727960e-04 3.31827888e-04 2.31532938e-04 1.88496883e-04 3.76360237e-04 1.11678548e-04 2.57494081e-03 3.76031101e-03 1.99657384e-04 5.84515705e-05 3.89875334e-05 1.02812643e-04 2.74802413e-05 4.51419124e-05 1.02892640e-04 6.46681816e-05 1.11656330e-04 1.35484581e-04 8.49985508e-05 6.37163818e-05 4.47209204e-06 8.51467194e-06 5.81491768e-06 2.19418195e-05 4.75467168e-06 1.49229456e-05 3.67516164e-05 3.44894390e-05 1.01270278e-05 3.96071141e-05 3.20429070e-05 1.31264314e-05 3.45840851e-05 3.92513842e-05 9.01442545e-06 3.22730640e-05 6.50761195e-05 2.15710577e-05 1.63276861e-04 3.36858502e-04 1.34743401e-05 8.96435156e-05 1.65491110e-06 2.40308116e-05 1.83779502e-04 3.62192785e-04 6.06705868e-05 1.22732995e-04 1.87670886e-05 4.63218323e-06 8.75646584e-06 3.55571419e-06 1.09208129e-07 2.43752201e-09 1.78958459e-10
 2019 01 02 12 00 00  3.50611866e-03 2.12937924e-03 1.16433099e-03 8.18761292e-04 5.73739240e-04 3.31828492e-04 2.31535330e-04 1.88500373e-04 3.76368763e-04 1.11686173e-04 2.57500245e-03 3.76031175e-03 1.99665198e-04 5.85116223e-05 3.91277283e-05 1.03288419e-04 2.76704784e-05 4.55233298e-05 1.03082931e-04 6.46785484e-05 1.12412438e-04 1.36472085e-04 8.53811302e-05 6.38932105e-05 4.48446808e-06 8.54825557e-06 5.81858621e-06 2.19844493e-05 4.75486013e-06 1.49535168e-05 3.70115391e-05 3.45634384e-05 1.03147620e-05 3.98097758e-05 3.20542051e-05 1.31423963e-05 3.49856130e-05 3.98372858e-05 9.04075278e-06 3.25066195e-05 6.57937864e-05 2.15794818e-05 1.64564227e-04 3.36963880e-04 1.34785552e-05 9.17860010e-05 2.79102169e-06 2.40469162e-05 1.87979396e-04 3.66959375e-04 6.12480270e-05 1.27795059e-04 2.08971336e-05 5.40645258e-06 1.05433965e-05 4.75332433e-06 1.63597484e-07 5.29622088e-09 4.38720837e-10
 2019 01 03 12 00 00  3.50439011e-03 2.12856450e-03 1.16378700e-03 8.18286045e-04 5.73280467e-04 3.31585727e-04 2.31312600e-04 1.88262692e-04 3.75749320e-04 1.11587592e-04 2.57001294e-03 3.74968722e-03 1.99469458e-04 5.84955846e-05 3.90759124e-05 1.03622914e-04 2.78189516e-05 4.58208320e-05 1.03248983e-04 6.47130015e-05 1.12974442e-04 1.37240784e-04 8.56730972e-05 6.39780137e-05 4.49413565e-06 8.56859115e-06 5.81791464e-06 2.20163420e-05 4.75565430e-06 1.49745616e-05 3.72153631e-05 3.46211833e-05 1.04609499e-05 3.99261985e-05 3.21005442e-05 1.31394831e-05 3.52966258e-05 4.02764124e-05 9.05670022e-06 3.25490519e-05 6.61726851e-05 2.16088607e-05 1.64950769e-04 3.37389602e-04 1.34955841e-05 9.33532641e-05 3.67403627e-06 2.41040136e-05 1.91178399e-04 3.69972464e-04 6.17288132e-05 1.29538703e-04 1.95795822e-05 4.92747934e-06 9.43776233e-06 4.00978881e-06 1.29647455e-07 3.49802161e-09 2.74972822e-10
 2019 01 04 12 00 00  3.50079354e-03 2.12665713e-03 1.16253944e-03 8.17246965e-04 5.72300320e-04 3.31097079e-04 2.30853587e-04 1.87767782e-04 3.74460495e-04 1.11338248e-04 2.55964294e-03 3.72843817e-03 1.99027160e-04 5.84241633e-05 3.89547580e-05 1.03401930e-04 2.77405692e-05 4.56631387e-05 1.03177443e-04 6.47203822e-05 1.12624866e-04 1.36827961e-04 8.54976151e-05 6.39033462e-05 4.48906176e-06 8.54464524e-06 5.81603017e-06 2.19946460e-05 4.75586021e-06 1.49596550e-05 3.71071465e-05 3.45906708e-05 1.03826191e-05 3.98206885e-05 3.21123283e-05 1.31312874e-05 3.51220860e-05 4.00220932e-05 9.03793189e-06 3.24324000e-05 6.55444899e-05 2.16154469e-05 1.64200465e-04 3.37496749e-04 1.34998700e-05 9.23960515e-05 3.19506216e-06 2.41169982e-05 1.89420506e-04 3.67825149e-04 6.15077530e-05 1.27725173e-04 1.91057280e-05 4.75520335e-06 9.04001860e-06 3.74146049e-06 1.17334761e-07 2.84129982e-09 2.15055085e-10
 2019 01 05 12 00 00  3.49862350e-03 2.12493435e-03 1.16147433e-03 8.16492750e-04 5.71652155e-04 3.30849136e-04 2.30590334e-04 1.87470391e-04 3.73684589e-04 1.11069406e-04 2.55343830e-03 3.71781401e-03 1.98666607e-04 5.83092282e-05 3.89223794e-05 1.03168710e-04 2.76759587e-05 4.55331028e-05 1.02918956e-04 6.45527325e-05 1.12351538e-04 1.36487103e-04 8.53422043e-05 6.38084363e-05 4.48488208e-06 8.53886959e-06 5.81396889e-06 2.19722763e-05 4.75211091e-06 1.49411032e-05 3.69935896e-05 3.45655193e-05 1.03179591e-05 3.97143763e-05 3.18929175e-05 1.31223191e-05 3.49323376e-05 3.97728075e-05 9.03340770e-06 3.22832265e-05 6.50310248e-05 2.14734566e-05 1.63564431e-04 3.35477481e-04 1.34190992e-05 9.09905898e-05 2.79919077e-06 2.38416513e-05 1.87252286e-04 3.65500059e-04 6.09519701e-05 1.25985797e-04 1.84675363e-05 4.52320055e-06 8.50448159e-06 3.38137035e-06 1.00897023e-07 1.97096428e-09 1.35808120e-10
 2019 01 06 12 00 00  3.49603557e-03 2.12234516e-03 1.15991166e-03 8.15473809e-04 5.70825507e-04 3.30597877e-04 2.30289157e-04 1.87116552e-04 3.72759870e-04 1.10637881e-04 2.54608802e-03 3.70718837e-03 1.98148383e-04 5.80450871e-05 3.87710493e-05 1.03132074e-04 2.77217303e-05 4.56246198e-05 1.02518874e-04 6.41895807e-05 1.12509044e-04 1.36721940e-04 8.53913395e-05 6.37782462e-05 4.48787105e-06 8.61314693e-06 5.81525310e-06 2.19700092e-05 4.74402950e-06 1.49305641e-05 3.70044602e-05 3.45833105e-05 1.03626735e-05 3.97072649e-05 3.14196659e-05 1.31279099e-05 3.49230991e-05 3.98237803e-05 9.09163864e-06 3.21741974e-05 6.47941589e-05 2.11662002e-05 1.63742827e-04 3.31120883e-04 1.32448353e-05 9.01913764e-05 3.06750917e-06 2.32460268e-05 1.86495362e-04 3.64298119e-04 6.03129595e-05 1.27024531e-04 1.89232836e-05 4.68883304e-06 8.88659041e-06 3.63566156e-06 1.12316014e-07 2.56134864e-09 1.89205807e-10
 2019 01 07 12 00 00  3.49992719e-03 2.12488195e-03 1.16151958e-03 8.16696805e-04 5.71923537e-04 3.31086743e-04 2.30773140e-04 1.87649074e-04 3.74150538e-04 1.11004673e-04 2.55725142e-03 3.72843631e-03 1.98703107e-04 5.81663078e-05 3.88346872e-05 1.03171601e-04 2.77122599e-05 4.56052745e-05 1.02666699e-04 6.43201580e-05 1.12500779e-04 1.36668834e-04 8.54001289e-05 6.38007617e-05 4.48727224e-06 8.53903548e-06 5.81424465e-06 2.19737474e-05 4.74699918e-06 1.49373216e-05 3.70110859e-05 3.45796114e-05 1.03526778e-05 3.97241966e-05 3.15931800e-05 1.31235240e-05 3.49457601e-05 3.98295680e-05 9.03354739e-06 3.22113694e-05 6.51760867e-05 2.12772095e-05 1.63538075e-04 3.32716154e-04 1.33086462e-05 9.05707341e-05 3.00372740e-06 2.34615582e-05 1.86882662e-04 3.64873393e-04 6.05538703e-05 1.26693971e-04 1.86791156e-05 4.60002914e-06 8.68140119e-06 3.49533211e-06 1.05740586e-07 2.20044822e-09 1.56022995e-10
 2019 01 08 12 00 00  3.50393554e-03 2.12765562e-03 1.16326371e-03 8.17994148e-04 5.73073158e-04 3.31577304e-04 2.31268159e-04 1.88197813e-04 3.75583222e-04 1.11416045e-04 2.56873880e-03 3.74968462e-03 1.99301283e-04 5.83608794e-05 3.90141457e-05 1.03015268e-04 2.76020117e-05 4.53838351e-05 1.02796666e-04 6.45044318e-05 1.12103188e-04 1.36092156e-04 8.52113690e-05 6.37639192e-05 4.48011888e-06 8.50698489e-06 5.81440327e-06 2.19606643e-05 4.75114866e-06 1.49333037e-05 3.68883399e-05 3.45367123e-05 1.02431579e-05 3.96704633e-05 3.18358711e-05 1.31242166e-05 3.47757481e-05 3.95522071e-05 9.00842715e-06 3.22419097e-05 6.52434864e-05 2.14335189e-05 1.63465732e-04 3.34948686e-04 1.33979475e-05 9.01766365e-05 2.33728970e-06 2.37648259e-05 1.85512343e-04 3.63985126e-04 6.06356890e-05 1.24628061e-04 1.85611332e-05 4.55712170e-06 8.58227298e-06 3.42769616e-06 1.02582499e-07 2.02792880e-09 1.40180645e-10
 2019 01 09 12 00 00  3.49800090e-03 2.12367094e-03 1.16074797e-03 8.16095720e-04 5.71376263e-04 3.30840017e-04 2.30531314e-04 1.87383712e-04 3.73460065e-04 1.10831625e-04 2.55170923e-03 3.71781141e-03 1.98434815e-04 5.81266383e-05 3.88425447e-05 1.02268548e-04 2.73440091e-05 4.48658306e-05 1.02274776e-04 6.42661529e-05 1.11031711e-04 1.34745012e-04 8.46435890e-05 6.35029932e-05 4.46336853e-06 8.49324497e-06 5.81026288e-06 2.18897744e-05 4.74582157e-06 1.48795923e-05 3.65005671e-05 3.44363216e-05 9.98725227e-06 3.93504212e-05 3.15240701e-05 1.31062043e-05 3.41531375e-05 3.86900077e-05 8.99765801e-06 3.19351001e-05 6.36389991e-05 2.12317187e-05 1.61697884e-04 3.32079161e-04 1.32831664e-05 8.63675862e-05 7.82073130e-07 2.33735016e-05 1.78834882e-04 3.56694143e-04 5.93742205e-05 1.19213537e-04 1.77886552e-05 4.27628486e-06 7.93392917e-06 2.99078147e-06 8.25679162e-08 9.62952917e-10 4.30784214e-11
 2019 01 10 12 00 00  3.49624326e-03 2.12281372e-03 1.16017944e-03 8.15601268e-04 5.70899813e-04 3.30593993e-04 2.30304458e-04 1.87140822e-04 3.72829375e-04 1.10724952e-04 2.54662621e-03 3.70718576e-03 1.98230692e-04 5.81269456e-05 3.88451417e-05 1.02130668e-04 2.72911071e-05 4.47594939e-05 1.02256715e-04 6.42920204e-05 1.10806772e-04 1.34467423e-04 8.45305035e-05 6.34607235e-05 4.45993937e-06 8.48443960e-06 5.80776687e-06 2.18770742e-05 4.74641674e-06 1.48709554e-05 3.64310304e-05 3.44157306e-05 9.93455542e-06 3.92890193e-05 3.15588026e-05 1.30953427e-05 3.40438979e-05 3.85210323e-05 8.99075530e-06 3.18936350e-05 6.32909899e-05 2.12537634e-05 1.61189805e-04 3.32398251e-04 1.32959300e-05 8.57684240e-05 4.60692172e-07 2.34163366e-05 1.77798784e-04 3.55673090e-04 5.92620837e-05 1.18156303e-04 1.76774276e-05 4.23582715e-06 7.84042968e-06 2.92661231e-06 7.95453118e-08 7.95894350e-10 2.76900947e-11
