# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8457 142.5082
 HME_DE3_2 0.1889 135.8457
 HME_DE2_1 0.2066 27.7314
 HME_DE2_2 0.1858 92.0342
 HME_DE1_1 0.0090 284.7171
 HME_DE1_2 0.0299 210.5423
  HME_D0_1 0.0844 269.7088
  HME_D0_2 0.1273 327.2935
 HME_DW1_1 1.1817 175.3891
 HME_DW2_1 0.3047 252.8825
 HME_SE3_1 0.0341 163.9296
 HME_SE3_2 0.1056 26.6933
 HME_SE3_3 0.0203 254.6784
 HME_SE3_4 0.0216 257.9670
 HME_SE2_1 0.0549 224.0552
 HME_SE2_2 0.1482 258.6095
 HME_SE2_3 0.0795 178.3407
 HME_SE2_4 0.0629 164.5514
 HME_SE1_1 0.0114 150.4338
 HME_SE1_2 0.0342 238.7672
 HME_SE1_3 0.0616 106.2589
 HME_SE1_4 0.0066 233.1071
  HME_S0_1 0.0011 359.1959
  HME_S0_2 0.0209 58.9636
  HME_S0_3 0.0423 14.9782
  HME_S0_4 0.0534 92.7898
 HME_SW1_1 0.0645 284.5542
 HME_SW1_2 0.0619 146.1711
 HME_SW1_3 0.0344 87.2272
 HME_SW1_4 0.1173 68.3195
 HME_SW2_1 0.1449 212.0341
 HME_SW2_2 1.0273 82.1294
 HME_SW2_3 0.3278 301.3764
 HME_SW2_4 0.3148 240.3904
 HME_SW3_1 0.0529 255.8173
 HME_SW3_2 0.2211 49.1052
 HME_SW3_3 0.0382 310.8437
 HME_SW3_4 0.0494 47.0922
 HME_SW4_1 0.0313 238.3240
 HME_SW4_2 0.1022 63.3938
 HME_SW4_3 0.0346 2.6132
 HME_SW4_4 0.0235 310.7429
 HME_SW6_1 0.0298 34.8069
 HME_SW6_2 0.0532 298.2475
 HME_SW6_3 0.0413 157.5911
 HME_TW3_1 0.0838 33.8998
 HME_TW3_2 0.1814 324.4911
 HME_TW3_3 0.1877 167.9051
 HME_TW3_4 0.2683 236.5309
