# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.7708 145.0583
 HME_DE3_2 0.1930 154.6295
 HME_DE2_1 0.1642 47.6131
 HME_DE2_2 0.1602 106.6255
 HME_DE1_1 0.0020 287.9854
 HME_DE1_2 0.0572 161.7851
  HME_D0_1 0.0815 277.0978
  HME_D0_2 0.1103 302.7584
 HME_DW1_1 1.2908 166.2531
 HME_DW2_1 0.4318 225.6387
 HME_SE3_1 0.0379 175.2933
 HME_SE3_2 0.0812 47.4584
 HME_SE3_3 0.0199 281.3790
 HME_SE3_4 0.0430 231.7185
 HME_SE2_1 0.0419 220.6803
 HME_SE2_2 0.1372 232.7043
 HME_SE2_3 0.0719 200.3148
 HME_SE2_4 0.0949 165.3984
 HME_SE1_1 0.0032 246.0791
 HME_SE1_2 0.0309 249.6268
 HME_SE1_3 0.0365 106.0220
 HME_SE1_4 0.0468 252.7194
  HME_S0_1 0.0062 126.6900
  HME_S0_2 0.0232 45.0093
  HME_S0_3 0.0840 352.8175
  HME_S0_4 0.1302 114.2556
 HME_SW1_1 0.0517 275.1934
 HME_SW1_2 0.0885 98.7503
 HME_SW1_3 0.1110 117.7817
 HME_SW1_4 0.0876 84.5361
 HME_SW2_1 0.1981 181.8684
 HME_SW2_2 0.6139 71.3220
 HME_SW2_3 0.2969 315.2579
 HME_SW2_4 0.4859 224.0066
 HME_SW3_1 0.1024 244.4601
 HME_SW3_2 0.3305 60.8823
 HME_SW3_3 0.0648 321.6707
 HME_SW3_4 0.0952 44.1275
 HME_SW4_1 0.0481 119.8370
 HME_SW4_2 0.1443 108.0700
 HME_SW4_3 0.0787 359.9693
 HME_SW4_4 0.0725 344.9144
 HME_SW6_1 0.0353 1.3048
 HME_SW6_2 0.0598 314.7390
 HME_SW6_3 0.0376 181.3197
 HME_TW3_1 0.0421 27.0986
 HME_TW3_2 0.0838 245.4700
 HME_TW3_3 0.2989 159.1480
 HME_TW3_4 0.2081 206.5399
