# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.7275 143.0992
 HME_DE3_2 0.1078 31.2752
 HME_DE2_1 0.3170 37.3856
 HME_DE2_2 0.2296 63.7622
 HME_DE1_1 0.0281 79.0948
 HME_DE1_2 0.1776 252.3788
  HME_D0_1 0.1415 244.5753
  HME_D0_2 0.1805 255.8132
 HME_DW1_1 0.7094 195.1756
 HME_DW2_1 0.2141 5.0813
 HME_SE3_1 0.0298 236.0310
 HME_SE3_2 0.1822 24.0220
 HME_SE3_3 0.0346 195.7803
 HME_SE3_4 0.0434 97.6284
 HME_SE2_1 0.0517 246.0327
 HME_SE2_2 0.0785 266.5498
 HME_SE2_3 0.1911 176.3210
 HME_SE2_4 0.0670 217.2387
 HME_SE1_1 0.0006 299.8670
 HME_SE1_2 0.0166 62.6086
 HME_SE1_3 0.1085 89.2241
 HME_SE1_4 0.0874 261.6231
  HME_S0_1 0.0348 3.7456
  HME_S0_2 0.0701 47.1255
  HME_S0_3 0.0232 223.6351
  HME_S0_4 0.0411 172.4526
 HME_SW1_1 0.0548 195.8306
 HME_SW1_2 0.1020 71.6078
 HME_SW1_3 0.0446 237.1108
 HME_SW1_4 0.0585 7.4148
 HME_SW2_1 0.2308 147.9892
 HME_SW2_2 0.6496 117.3270
 HME_SW2_3 0.3220 336.8077
 HME_SW2_4 0.0594 86.5776
 HME_SW3_1 0.1204 219.1980
 HME_SW3_2 0.2214 90.0537
 HME_SW3_3 0.1101 182.6244
 HME_SW3_4 0.0398 140.2226
 HME_SW4_1 0.0939 224.0232
 HME_SW4_2 0.0521 304.8177
 HME_SW4_3 0.0104 38.8204
 HME_SW4_4 0.0494 29.1617
 HME_SW6_1 0.0235 347.6664
 HME_SW6_2 0.0279 154.5612
 HME_SW6_3 0.0267 44.4435
 HME_TW3_1 0.1262 136.7061
 HME_TW3_2 0.1001 103.3749
 HME_TW3_3 0.1049 109.4916
 HME_TW3_4 0.3799 189.8684
