# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.1306 169.8677
 HME_DE3_2 0.2720 195.1835
 HME_DE2_1 0.1828 61.0748
 HME_DE2_2 0.1156 127.0737
 HME_DE1_1 0.0500 48.7741
 HME_DE1_2 0.1724 70.4052
  HME_D0_1 0.0845 184.9896
  HME_D0_2 0.1314 225.4325
 HME_DW1_1 1.1477 174.7329
 HME_DW2_1 0.2355 271.2747
 HME_SE3_1 0.0362 165.1035
 HME_SE3_2 0.0873 348.5016
 HME_SE3_3 0.0683 164.5870
 HME_SE3_4 0.0504 185.2505
 HME_SE2_1 0.0218 257.9302
 HME_SE2_2 0.1143 252.5831
 HME_SE2_3 0.0672 193.2769
 HME_SE2_4 0.0992 130.6635
 HME_SE1_1 0.0091 144.4012
 HME_SE1_2 0.0220 304.9179
 HME_SE1_3 0.0247 276.4307
 HME_SE1_4 0.0293 345.3527
  HME_S0_1 0.0046 337.8538
  HME_S0_2 0.0013 40.5162
  HME_S0_3 0.1395 324.2192
  HME_S0_4 0.1279 125.3198
 HME_SW1_1 0.0254 192.6796
 HME_SW1_2 0.0964 115.0706
 HME_SW1_3 0.0789 62.0175
 HME_SW1_4 0.0534 285.0648
 HME_SW2_1 0.2820 140.4442
 HME_SW2_2 0.4636 224.1062
 HME_SW2_3 0.6131 329.0611
 HME_SW2_4 0.3746 33.0999
 HME_SW3_1 0.1292 208.4613
 HME_SW3_2 0.1761 134.0178
 HME_SW3_3 0.0867 251.4866
 HME_SW3_4 0.0813 113.1715
 HME_SW4_1 0.3807 195.5549
 HME_SW4_2 0.0581 85.6656
 HME_SW4_3 0.2011 33.6893
 HME_SW4_4 0.0765 42.1765
 HME_SW6_1 0.0844 14.2321
 HME_SW6_2 0.0276 61.0674
 HME_SW6_3 0.0569 233.4106
 HME_TW3_1 0.0544 35.6320
 HME_TW3_2 0.1163 93.8121
 HME_TW3_3 0.2771 129.8514
 HME_TW3_4 0.2433 44.9628
