# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.9760 129.8914
 HME_DE3_2 0.1818 162.5087
 HME_DE2_1 0.1502 60.4087
 HME_DE2_2 0.1620 112.9485
 HME_DE1_1 0.0410 61.1152
 HME_DE1_2 0.1705 202.3637
  HME_D0_1 0.1349 227.1553
  HME_D0_2 0.0320 347.5952
 HME_DW1_1 1.0628 149.3374
 HME_DW2_1 0.4752 206.8283
 HME_SE3_1 0.0354 156.5396
 HME_SE3_2 0.0656 31.7304
 HME_SE3_3 0.0329 248.1803
 HME_SE3_4 0.0218 179.4061
 HME_SE2_1 0.0524 216.2297
 HME_SE2_2 0.1791 209.0047
 HME_SE2_3 0.0772 259.9505
 HME_SE2_4 0.0477 129.0526
 HME_SE1_1 0.0069 197.4988
 HME_SE1_2 0.0067 251.4645
 HME_SE1_3 0.0293 84.9792
 HME_SE1_4 0.0881 266.1637
  HME_S0_1 0.0194 264.9690
  HME_S0_2 0.0505 32.9344
  HME_S0_3 0.1200 6.4066
  HME_S0_4 0.0916 127.7712
 HME_SW1_1 0.0485 322.7136
 HME_SW1_2 0.0510 79.0727
 HME_SW1_3 0.1641 56.0078
 HME_SW1_4 0.0784 142.5472
 HME_SW2_1 0.0260 83.5961
 HME_SW2_2 0.2348 70.0934
 HME_SW2_3 0.3072 348.1853
 HME_SW2_4 0.5038 206.3622
 HME_SW3_1 0.1068 300.6137
 HME_SW3_2 0.2123 63.1366
 HME_SW3_3 0.0115 22.3557
 HME_SW3_4 0.0422 322.8100
 HME_SW4_1 0.2180 129.2450
 HME_SW4_2 0.1300 129.6944
 HME_SW4_3 0.1387 351.3070
 HME_SW4_4 0.0685 355.7788
 HME_SW6_1 0.0789 315.6349
 HME_SW6_2 0.1215 287.0631
 HME_SW6_3 0.0188 53.1233
 HME_TW3_1 0.1242 149.4633
 HME_TW3_2 0.0872 40.1123
 HME_TW3_3 0.4491 127.6102
 HME_TW3_4 0.2429 197.1250
