# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4127 142.5695
 HME_DE3_2 0.1277 98.4569
 HME_DE2_1 0.2296 59.6368
 HME_DE2_2 0.1946 44.9802
 HME_DE1_1 0.0096 61.9851
 HME_DE1_2 0.0625 149.3777
  HME_D0_1 0.0676 78.4637
  HME_D0_2 0.1370 241.2160
 HME_DW1_1 0.8556 173.7466
 HME_DW2_1 0.1331 285.1244
 HME_SE3_1 0.0267 168.1213
 HME_SE3_2 0.0857 15.1461
 HME_SE3_3 0.0506 86.8186
 HME_SE3_4 0.0111 342.8224
 HME_SE2_1 0.0100 221.7178
 HME_SE2_2 0.1070 187.6807
 HME_SE2_3 0.1925 153.8166
 HME_SE2_4 0.0615 230.3157
 HME_SE1_1 0.0180 149.1087
 HME_SE1_2 0.0169 186.6612
 HME_SE1_3 0.1021 64.4152
 HME_SE1_4 0.0635 317.6769
  HME_S0_1 0.0029 83.4752
  HME_S0_2 0.0706 33.9787
  HME_S0_3 0.1369 8.8360
  HME_S0_4 0.0327 109.5721
 HME_SW1_1 0.0171 239.6992
 HME_SW1_2 0.1350 75.7966
 HME_SW1_3 0.0436 70.6901
 HME_SW1_4 0.0989 57.1759
 HME_SW2_1 0.2476 198.2269
 HME_SW2_2 0.6705 48.3874
 HME_SW2_3 0.8880 359.2426
 HME_SW2_4 0.4535 218.8408
 HME_SW3_1 0.1594 242.7830
 HME_SW3_2 0.1239 141.7066
 HME_SW3_3 0.1465 326.7249
 HME_SW3_4 0.0942 148.3495
 HME_SW4_1 0.1084 230.3568
 HME_SW4_2 0.0297 149.8397
 HME_SW4_3 0.1291 53.7625
 HME_SW4_4 0.0631 72.4107
 HME_SW6_1 0.0349 264.2714
 HME_SW6_2 0.0372 350.2587
 HME_SW6_3 0.0520 223.8178
 HME_TW3_1 0.0943 280.5405
 HME_TW3_2 0.1014 235.2132
 HME_TW3_3 0.2469 101.7717
 HME_TW3_4 0.1966 234.7144
