# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.0430 146.9237
 HME_DE3_2 0.2032 117.9173
 HME_DE2_1 0.1308 66.2108
 HME_DE2_2 0.1537 114.8974
 HME_DE1_1 0.0068 112.7126
 HME_DE1_2 0.2924 222.6770
  HME_D0_1 0.0331 277.1251
  HME_D0_2 0.1224 344.8593
 HME_DW1_1 1.1613 158.8314
 HME_DW2_1 0.3951 197.2119
 HME_SE3_1 0.0391 129.9231
 HME_SE3_2 0.1547 53.7243
 HME_SE3_3 0.0203 304.9250
 HME_SE3_4 0.0066 234.7903
 HME_SE2_1 0.0714 227.1507
 HME_SE2_2 0.1360 257.8672
 HME_SE2_3 0.0881 170.0633
 HME_SE2_4 0.0986 166.7991
 HME_SE1_1 0.0115 182.0681
 HME_SE1_2 0.0198 279.7447
 HME_SE1_3 0.0747 92.4215
 HME_SE1_4 0.0828 302.9166
  HME_S0_1 0.0210 284.4105
  HME_S0_2 0.0468 70.6854
  HME_S0_3 0.0892 48.5279
  HME_S0_4 0.0679 149.3950
 HME_SW1_1 0.0486 303.8745
 HME_SW1_2 0.0753 104.0095
 HME_SW1_3 0.0634 99.4176
 HME_SW1_4 0.0935 118.6778
 HME_SW2_1 0.1048 182.0476
 HME_SW2_2 0.9330 53.2561
 HME_SW2_3 0.1960 289.2069
 HME_SW2_4 0.4849 220.4340
 HME_SW3_1 0.1165 285.7484
 HME_SW3_2 0.0980 59.8500
 HME_SW3_3 0.0566 327.5281
 HME_SW3_4 0.0751 167.7773
 HME_SW4_1 0.0406 101.7693
 HME_SW4_2 0.1112 28.3590
 HME_SW4_3 0.0484 313.7500
 HME_SW4_4 0.0190 291.2796
 HME_SW6_1 0.0513 41.6423
 HME_SW6_2 0.0867 282.8016
 HME_SW6_3 0.0251 210.0962
 HME_TW3_1 0.0799 59.8281
 HME_TW3_2 0.0528 313.8090
 HME_TW3_3 0.2661 144.0284
 HME_TW3_4 0.2864 233.0676
