# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.3826 158.0917
 HME_DE3_2 0.1736 145.0101
 HME_DE2_1 0.2112 58.8336
 HME_DE2_2 0.1228 62.3994
 HME_DE1_1 0.0202 91.8006
 HME_DE1_2 0.1360 103.9903
  HME_D0_1 0.0353 105.4688
  HME_D0_2 0.1159 227.9820
 HME_DW1_1 0.9354 169.9235
 HME_DW2_1 0.1610 258.1490
 HME_SE3_1 0.0225 157.5279
 HME_SE3_2 0.0716 14.6843
 HME_SE3_3 0.0502 132.1460
 HME_SE3_4 0.0214 201.4673
 HME_SE2_1 0.0153 192.8959
 HME_SE2_2 0.1090 180.7691
 HME_SE2_3 0.1829 152.7451
 HME_SE2_4 0.0498 167.1683
 HME_SE1_1 0.0163 116.4157
 HME_SE1_2 0.0049 232.6519
 HME_SE1_3 0.0786 44.4398
 HME_SE1_4 0.0812 323.5665
  HME_S0_1 0.0130 334.1218
  HME_S0_2 0.0653 31.2926
  HME_S0_3 0.1845 348.1798
  HME_S0_4 0.0757 122.8579
 HME_SW1_1 0.0120 223.5828
 HME_SW1_2 0.0732 78.6502
 HME_SW1_3 0.0773 58.9611
 HME_SW1_4 0.1453 61.8591
 HME_SW2_1 0.2982 194.0330
 HME_SW2_2 0.7164 62.2673
 HME_SW2_3 0.8942 354.1453
 HME_SW2_4 0.3559 231.0321
 HME_SW3_1 0.2096 248.3894
 HME_SW3_2 0.2502 147.9946
 HME_SW3_3 0.2017 312.8204
 HME_SW3_4 0.1379 137.6897
 HME_SW4_1 0.1339 236.3085
 HME_SW4_2 0.0977 145.8944
 HME_SW4_3 0.1964 49.6189
 HME_SW4_4 0.0636 77.9672
 HME_SW6_1 0.0615 311.6433
 HME_SW6_2 0.0611 16.8206
 HME_SW6_3 0.0577 228.6700
 HME_TW3_1 0.0878 307.5361
 HME_TW3_2 0.0381 260.1920
 HME_TW3_3 0.2653 95.1910
 HME_TW3_4 0.1356 234.1764
