# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8151 150.2734
 HME_DE3_2 0.1332 70.8973
 HME_DE2_1 0.2565 34.4031
 HME_DE2_2 0.1762 89.2276
 HME_DE1_1 0.0035 88.8462
 HME_DE1_2 0.1894 253.8017
  HME_D0_1 0.0960 235.4718
  HME_D0_2 0.0869 270.4174
 HME_DW1_1 0.9228 185.3997
 HME_DW2_1 0.0584 278.6591
 HME_SE3_1 0.0161 208.2721
 HME_SE3_2 0.1976 36.2618
 HME_SE3_3 0.0328 185.8360
 HME_SE3_4 0.0538 115.3974
 HME_SE2_1 0.0490 234.0016
 HME_SE2_2 0.0938 285.5363
 HME_SE2_3 0.1658 179.1873
 HME_SE2_4 0.0941 181.3442
 HME_SE1_1 0.0034 353.8713
 HME_SE1_2 0.0178 336.5753
 HME_SE1_3 0.0891 87.7016
 HME_SE1_4 0.0774 276.2348
  HME_S0_1 0.0382 0.6183
  HME_S0_2 0.0341 75.0073
  HME_S0_3 0.0230 130.4604
  HME_S0_4 0.0713 174.9354
 HME_SW1_1 0.0309 218.5793
 HME_SW1_2 0.0534 66.0456
 HME_SW1_3 0.0345 223.1255
 HME_SW1_4 0.0472 61.7190
 HME_SW2_1 0.2511 184.8993
 HME_SW2_2 0.7189 107.2096
 HME_SW2_3 0.1943 335.5755
 HME_SW2_4 0.0260 174.4801
 HME_SW3_1 0.1102 224.4176
 HME_SW3_2 0.1790 101.2796
 HME_SW3_3 0.0597 142.4483
 HME_SW3_4 0.0661 142.2820
 HME_SW4_1 0.0891 249.8422
 HME_SW4_2 0.0849 330.4634
 HME_SW4_3 0.0173 244.2485
 HME_SW4_4 0.0113 24.5760
 HME_SW6_1 0.0822 110.1074
 HME_SW6_2 0.0253 165.2207
 HME_SW6_3 0.0007 11.0011
 HME_TW3_1 0.1503 61.9774
 HME_TW3_2 0.1271 27.5678
 HME_TW3_3 0.3221 123.3430
 HME_TW3_4 0.2597 188.6568
