# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5548 139.3953
 HME_DE3_2 0.1034 51.2459
 HME_DE2_1 0.2955 44.1598
 HME_DE2_2 0.2321 53.5255
 HME_DE1_1 0.0115 44.8002
 HME_DE1_2 0.0480 248.4936
  HME_D0_1 0.0406 280.7194
  HME_D0_2 0.1463 247.6969
 HME_DW1_1 0.6894 187.7568
 HME_DW2_1 0.1469 16.5270
 HME_SE3_1 0.0225 188.2083
 HME_SE3_2 0.1190 17.7141
 HME_SE3_3 0.0270 105.2681
 HME_SE3_4 0.0202 24.9822
 HME_SE2_1 0.0296 248.6928
 HME_SE2_2 0.0853 220.4745
 HME_SE2_3 0.1995 171.3604
 HME_SE2_4 0.0504 251.1499
 HME_SE1_1 0.0174 131.9444
 HME_SE1_2 0.0334 142.6406
 HME_SE1_3 0.1140 85.1954
 HME_SE1_4 0.0070 318.2703
  HME_S0_1 0.0183 2.9119
  HME_S0_2 0.0755 36.0368
  HME_S0_3 0.0591 37.8143
  HME_S0_4 0.0393 43.5361
 HME_SW1_1 0.0489 187.0523
 HME_SW1_2 0.1217 77.5101
 HME_SW1_3 0.0598 299.5200
 HME_SW1_4 0.0773 79.1529
 HME_SW2_1 0.2099 159.8602
 HME_SW2_2 0.5688 61.6196
 HME_SW2_3 0.7457 359.5369
 HME_SW2_4 0.4083 205.6307
 HME_SW3_1 0.1189 226.6475
 HME_SW3_2 0.1856 90.4251
 HME_SW3_3 0.0753 267.8271
 HME_SW3_4 0.0627 141.0402
 HME_SW4_1 0.0861 233.3314
 HME_SW4_2 0.0464 339.4805
 HME_SW4_3 0.0588 47.0587
 HME_SW4_4 0.0418 31.5897
 HME_SW6_1 0.0429 251.9054
 HME_SW6_2 0.0266 235.1496
 HME_SW6_3 0.0073 227.2945
 HME_TW3_1 0.0646 250.2203
 HME_TW3_2 0.0591 88.9853
 HME_TW3_3 0.2082 103.7214
 HME_TW3_4 0.2736 181.8871
