# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.7543 149.3477
 HME_DE3_2 0.1113 43.1765
 HME_DE2_1 0.3020 31.2149
 HME_DE2_2 0.1863 76.7989
 HME_DE1_1 0.0206 66.4857
 HME_DE1_2 0.1930 247.7699
  HME_D0_1 0.1269 247.8658
  HME_D0_2 0.1309 263.4618
 HME_DW1_1 0.7956 190.8042
 HME_DW2_1 0.1131 358.8907
 HME_SE3_1 0.0301 232.9827
 HME_SE3_2 0.1959 33.0086
 HME_SE3_3 0.0442 196.5986
 HME_SE3_4 0.0449 125.1685
 HME_SE2_1 0.0454 240.1295
 HME_SE2_2 0.0851 282.9792
 HME_SE2_3 0.1829 182.4086
 HME_SE2_4 0.0633 196.4051
 HME_SE1_1 0.0026 174.3960
 HME_SE1_2 0.0170 25.0273
 HME_SE1_3 0.1033 84.8333
 HME_SE1_4 0.0723 269.0465
  HME_S0_1 0.0379 355.2003
  HME_S0_2 0.0457 52.5896
  HME_S0_3 0.0259 160.8638
  HME_S0_4 0.0665 183.7389
 HME_SW1_1 0.0441 204.0973
 HME_SW1_2 0.0838 65.9463
 HME_SW1_3 0.0550 207.8912
 HME_SW1_4 0.0404 17.5552
 HME_SW2_1 0.2337 168.4884
 HME_SW2_2 0.6941 115.6461
 HME_SW2_3 0.2708 329.5546
 HME_SW2_4 0.0407 81.1845
 HME_SW3_1 0.1180 211.7331
 HME_SW3_2 0.1865 85.6512
 HME_SW3_3 0.1027 159.6552
 HME_SW3_4 0.0494 162.2641
 HME_SW4_1 0.0914 220.9192
 HME_SW4_2 0.0468 314.5899
 HME_SW4_3 0.0230 223.5480
 HME_SW4_4 0.0239 30.8646
 HME_SW6_1 0.0316 63.2129
 HME_SW6_2 0.0222 198.4385
 HME_SW6_3 0.0120 63.5338
 HME_TW3_1 0.1186 86.6854
 HME_TW3_2 0.1594 63.9357
 HME_TW3_3 0.2137 131.7864
 HME_TW3_4 0.3532 185.2771
