# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.2053 159.0448
 HME_DE3_2 0.2938 191.4346
 HME_DE2_1 0.1781 61.7270
 HME_DE2_2 0.1527 118.2133
 HME_DE1_1 0.0365 61.9180
 HME_DE1_2 0.1998 77.7588
  HME_D0_1 0.0811 190.3709
  HME_D0_2 0.1780 222.7638
 HME_DW1_1 1.1033 172.5252
 HME_DW2_1 0.1671 279.4665
 HME_SE3_1 0.0382 158.8799
 HME_SE3_2 0.0625 343.3229
 HME_SE3_3 0.0623 152.0283
 HME_SE3_4 0.0612 191.7227
 HME_SE2_1 0.0186 252.2332
 HME_SE2_2 0.1224 232.9065
 HME_SE2_3 0.0844 197.1898
 HME_SE2_4 0.1054 136.8859
 HME_SE1_1 0.0120 148.9532
 HME_SE1_2 0.0146 270.5985
 HME_SE1_3 0.0099 309.3889
 HME_SE1_4 0.0727 346.2440
  HME_S0_1 0.0077 206.8567
  HME_S0_2 0.0267 22.3524
  HME_S0_3 0.1508 339.6172
  HME_S0_4 0.1266 134.2823
 HME_SW1_1 0.0257 160.3877
 HME_SW1_2 0.0977 111.2739
 HME_SW1_3 0.1022 53.9538
 HME_SW1_4 0.0358 305.4249
 HME_SW2_1 0.2684 155.8372
 HME_SW2_2 0.2151 191.8929
 HME_SW2_3 0.6661 340.3208
 HME_SW2_4 0.3464 32.7454
 HME_SW3_1 0.1879 216.1839
 HME_SW3_2 0.2481 141.1486
 HME_SW3_3 0.0957 289.2221
 HME_SW3_4 0.0832 122.5944
 HME_SW4_1 0.3605 198.0339
 HME_SW4_2 0.0983 142.1244
 HME_SW4_3 0.2360 32.7495
 HME_SW4_4 0.0658 48.5885
 HME_SW6_1 0.0913 17.6008
 HME_SW6_2 0.0412 1.7729
 HME_SW6_3 0.0520 226.3915
 HME_TW3_1 0.0459 356.0212
 HME_TW3_2 0.1370 56.4235
 HME_TW3_3 0.3411 126.8616
 HME_TW3_4 0.2022 43.9936
