# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.0405 135.0900
 HME_DE3_2 0.1993 150.7595
 HME_DE2_1 0.1465 66.5845
 HME_DE2_2 0.1786 112.8375
 HME_DE1_1 0.0318 59.6204
 HME_DE1_2 0.2216 199.5132
  HME_D0_1 0.0922 245.7982
  HME_D0_2 0.0694 343.3953
 HME_DW1_1 1.1859 150.9197
 HME_DW2_1 0.5045 202.4932
 HME_SE3_1 0.0392 159.2022
 HME_SE3_2 0.0834 34.5850
 HME_SE3_3 0.0271 266.3328
 HME_SE3_4 0.0120 183.1577
 HME_SE2_1 0.0686 226.5028
 HME_SE2_2 0.1652 210.2881
 HME_SE2_3 0.0510 227.5329
 HME_SE2_4 0.0638 150.5567
 HME_SE1_1 0.0097 154.2260
 HME_SE1_2 0.0100 281.9686
 HME_SE1_3 0.0515 82.7439
 HME_SE1_4 0.0636 271.6128
  HME_S0_1 0.0262 279.1190
  HME_S0_2 0.0584 47.5323
  HME_S0_3 0.1016 8.4384
  HME_S0_4 0.0740 115.7926
 HME_SW1_1 0.0392 305.6330
 HME_SW1_2 0.0628 72.0753
 HME_SW1_3 0.1455 80.1518
 HME_SW1_4 0.0698 126.5421
 HME_SW2_1 0.0475 121.7803
 HME_SW2_2 0.4904 54.8241
 HME_SW2_3 0.2453 335.0977
 HME_SW2_4 0.6148 214.5057
 HME_SW3_1 0.1355 322.3402
 HME_SW3_2 0.1977 56.5753
 HME_SW3_3 0.0529 335.5790
 HME_SW3_4 0.0195 330.8289
 HME_SW4_1 0.1784 112.0464
 HME_SW4_2 0.1450 113.6570
 HME_SW4_3 0.1241 341.5896
 HME_SW4_4 0.0828 359.2524
 HME_SW6_1 0.0972 314.1633
 HME_SW6_2 0.1496 301.5949
 HME_SW6_3 0.0009 44.0816
 HME_TW3_1 0.0930 152.7109
 HME_TW3_2 0.0730 125.6314
 HME_TW3_3 0.4525 140.6368
 HME_TW3_4 0.2538 201.1713
