# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4570 142.2031
 HME_DE3_2 0.1142 69.6837
 HME_DE2_1 0.2887 54.1199
 HME_DE2_2 0.2324 44.4977
 HME_DE1_1 0.0139 65.8156
 HME_DE1_2 0.0464 228.6348
  HME_D0_1 0.0093 352.7658
  HME_D0_2 0.1334 255.2885
 HME_DW1_1 0.7662 177.6579
 HME_DW2_1 0.0956 320.1165
 HME_SE3_1 0.0162 205.9748
 HME_SE3_2 0.1123 13.1364
 HME_SE3_3 0.0309 87.7827
 HME_SE3_4 0.0110 359.7568
 HME_SE2_1 0.0158 247.3753
 HME_SE2_2 0.0920 199.7829
 HME_SE2_3 0.2035 160.9471
 HME_SE2_4 0.0522 241.2278
 HME_SE1_1 0.0218 137.2328
 HME_SE1_2 0.0273 163.0404
 HME_SE1_3 0.1102 71.2957
 HME_SE1_4 0.0349 329.1910
  HME_S0_1 0.0094 33.8253
  HME_S0_2 0.0725 34.2619
  HME_S0_3 0.1016 12.3385
  HME_S0_4 0.0318 77.7041
 HME_SW1_1 0.0411 207.9037
 HME_SW1_2 0.1231 78.7685
 HME_SW1_3 0.0258 358.5329
 HME_SW1_4 0.0801 78.1148
 HME_SW2_1 0.2390 167.2905
 HME_SW2_2 0.6007 54.3012
 HME_SW2_3 0.8879 0.2117
 HME_SW2_4 0.4598 213.7714
 HME_SW3_1 0.1268 250.9738
 HME_SW3_2 0.1471 94.7819
 HME_SW3_3 0.1124 307.4864
 HME_SW3_4 0.0793 147.9931
 HME_SW4_1 0.1006 230.4737
 HME_SW4_2 0.0269 344.1165
 HME_SW4_3 0.0904 56.0580
 HME_SW4_4 0.0471 55.5962
 HME_SW6_1 0.0422 258.0615
 HME_SW6_2 0.0100 333.0603
 HME_SW6_3 0.0364 228.8548
 HME_TW3_1 0.0887 270.8797
 HME_TW3_2 0.0598 126.1477
 HME_TW3_3 0.2392 97.5482
 HME_TW3_4 0.1977 204.8794
