# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5625 108.0060
 HME_DE3_2 0.3330 192.4692
 HME_DE2_1 0.2443 35.9802
 HME_DE2_2 0.2642 153.6743
 HME_DE1_1 0.0101 7.2329
 HME_DE1_2 0.0870 216.9273
  HME_D0_1 0.2200 215.2161
  HME_D0_2 0.1173 254.0560
 HME_DW1_1 0.4609 165.2606
 HME_DW2_1 0.4804 248.3105
 HME_SE3_1 0.0315 148.6891
 HME_SE3_2 0.0556 335.6819
 HME_SE3_3 0.0313 190.1111
 HME_SE3_4 0.0541 199.8469
 HME_SE2_1 0.0214 166.7258
 HME_SE2_2 0.1793 246.4693
 HME_SE2_3 0.1028 316.6377
 HME_SE2_4 0.0642 32.6933
 HME_SE1_1 0.0127 111.8814
 HME_SE1_2 0.0334 311.7603
 HME_SE1_3 0.0315 326.2009
 HME_SE1_4 0.0734 267.8664
  HME_S0_1 0.0180 171.2912
  HME_S0_2 0.0301 30.1924
  HME_S0_3 0.1846 49.1017
  HME_S0_4 0.0671 169.7403
 HME_SW1_1 0.0602 355.9480
 HME_SW1_2 0.1371 153.6389
 HME_SW1_3 0.1766 82.5795
 HME_SW1_4 0.0789 297.6081
 HME_SW2_1 0.2134 228.8508
 HME_SW2_2 0.3544 164.6384
 HME_SW2_3 0.5545 352.6584
 HME_SW2_4 0.3569 54.3673
 HME_SW3_1 0.0995 316.5730
 HME_SW3_2 0.1418 98.1145
 HME_SW3_3 0.1875 119.8325
 HME_SW3_4 0.0579 15.5393
 HME_SW4_1 0.3993 164.0861
 HME_SW4_2 0.0380 237.3343
 HME_SW4_3 0.0529 63.2492
 HME_SW4_4 0.0237 195.1379
 HME_SW6_1 0.1776 356.5632
 HME_SW6_2 0.0729 183.6095
 HME_SW6_3 0.0247 233.8834
 HME_TW3_1 0.0430 323.8297
 HME_TW3_2 0.0635 48.6035
 HME_TW3_3 0.1889 65.5734
 HME_TW3_4 0.1190 134.9056
