# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8753 121.1337
 HME_DE3_2 0.2309 179.9989
 HME_DE2_1 0.1755 48.7882
 HME_DE2_2 0.2042 126.8701
 HME_DE1_1 0.0274 58.3166
 HME_DE1_2 0.1459 186.0901
  HME_D0_1 0.1892 215.4093
  HME_D0_2 0.0302 204.1240
 HME_DW1_1 0.8600 158.9344
 HME_DW2_1 0.4403 225.0618
 HME_SE3_1 0.0347 155.6479
 HME_SE3_2 0.0483 4.0970
 HME_SE3_3 0.0393 185.0670
 HME_SE3_4 0.0440 148.3954
 HME_SE2_1 0.0305 206.2716
 HME_SE2_2 0.1949 206.0628
 HME_SE2_3 0.1041 300.5423
 HME_SE2_4 0.0374 31.4037
 HME_SE1_1 0.0112 127.9929
 HME_SE1_2 0.0050 261.0738
 HME_SE1_3 0.0137 254.9131
 HME_SE1_4 0.0750 252.6738
  HME_S0_1 0.0085 261.3490
  HME_S0_2 0.0361 39.2518
  HME_S0_3 0.1404 16.5533
  HME_S0_4 0.0863 121.1725
 HME_SW1_1 0.0476 330.5322
 HME_SW1_2 0.0934 97.3586
 HME_SW1_3 0.1336 43.8386
 HME_SW1_4 0.0630 231.6966
 HME_SW2_1 0.0501 198.4804
 HME_SW2_2 0.2547 149.6712
 HME_SW2_3 0.4417 2.3141
 HME_SW2_4 0.1637 165.1250
 HME_SW3_1 0.0730 320.2294
 HME_SW3_2 0.1441 74.1183
 HME_SW3_3 0.0827 129.3432
 HME_SW3_4 0.0840 349.1424
 HME_SW4_1 0.3108 146.8037
 HME_SW4_2 0.1456 150.5619
 HME_SW4_3 0.0967 14.9292
 HME_SW4_4 0.0587 355.6598
 HME_SW6_1 0.1065 353.4144
 HME_SW6_2 0.0609 273.5660
 HME_SW6_3 0.0161 17.3798
 HME_TW3_1 0.0711 142.8456
 HME_TW3_2 0.0511 25.5853
 HME_TW3_3 0.3805 116.5544
 HME_TW3_4 0.1754 148.3344
