# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.0655 145.4191
 HME_DE3_2 0.1880 123.9009
 HME_DE2_1 0.1166 67.6126
 HME_DE2_2 0.1278 115.8076
 HME_DE1_1 0.0088 69.5366
 HME_DE1_2 0.2571 221.0546
  HME_D0_1 0.0446 282.9208
  HME_D0_2 0.0984 349.1080
 HME_DW1_1 1.2160 159.4479
 HME_DW2_1 0.4165 198.2051
 HME_SE3_1 0.0373 146.6917
 HME_SE3_2 0.1458 54.3672
 HME_SE3_3 0.0380 271.1274
 HME_SE3_4 0.0156 219.5222
 HME_SE2_1 0.0855 229.4663
 HME_SE2_2 0.1439 241.5445
 HME_SE2_3 0.0975 159.2589
 HME_SE2_4 0.1021 155.2498
 HME_SE1_1 0.0138 178.4894
 HME_SE1_2 0.0175 285.4852
 HME_SE1_3 0.0704 90.6763
 HME_SE1_4 0.0858 288.2513
  HME_S0_1 0.0237 298.7255
  HME_S0_2 0.0476 55.7828
  HME_S0_3 0.0842 32.7921
  HME_S0_4 0.0680 116.5683
 HME_SW1_1 0.0374 312.0354
 HME_SW1_2 0.0627 96.0736
 HME_SW1_3 0.0403 107.6521
 HME_SW1_4 0.1135 125.2657
 HME_SW2_1 0.0798 179.7101
 HME_SW2_2 0.8086 47.5332
 HME_SW2_3 0.1566 298.9803
 HME_SW2_4 0.5554 215.2904
 HME_SW3_1 0.1321 300.2223
 HME_SW3_2 0.1040 63.5223
 HME_SW3_3 0.0987 329.9317
 HME_SW3_4 0.0613 165.7426
 HME_SW4_1 0.0637 107.9098
 HME_SW4_2 0.1128 49.2412
 HME_SW4_3 0.0666 337.8505
 HME_SW4_4 0.0207 332.8842
 HME_SW6_1 0.0298 33.9966
 HME_SW6_2 0.0959 280.8203
 HME_SW6_3 0.0249 207.4385
 HME_TW3_1 0.0521 122.2916
 HME_TW3_2 0.1010 266.2328
 HME_TW3_3 0.3888 148.8430
 HME_TW3_4 0.2600 227.2514
