# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.3805 68.3228
 HME_DE3_2 0.2509 198.4323
 HME_DE2_1 0.2388 32.6749
 HME_DE2_2 0.2770 203.1898
 HME_DE1_1 0.0193 325.6303
 HME_DE1_2 0.0841 325.8897
  HME_D0_1 0.1773 212.4247
  HME_D0_2 0.0984 258.4599
 HME_DW1_1 0.5257 161.9524
 HME_DW2_1 0.4150 231.1191
 HME_SE3_1 0.0276 149.5195
 HME_SE3_2 0.0773 346.8433
 HME_SE3_3 0.0564 125.2803
 HME_SE3_4 0.0665 225.7746
 HME_SE2_1 0.0098 112.4667
 HME_SE2_2 0.1045 279.8762
 HME_SE2_3 0.0389 326.2883
 HME_SE2_4 0.0546 82.9708
 HME_SE1_1 0.0136 110.3037
 HME_SE1_2 0.0230 325.6082
 HME_SE1_3 0.0454 329.7387
 HME_SE1_4 0.0203 311.9520
  HME_S0_1 0.0230 37.1819
  HME_S0_2 0.0362 22.4698
  HME_S0_3 0.1515 61.6570
  HME_S0_4 0.0580 207.8086
 HME_SW1_1 0.0632 3.0349
 HME_SW1_2 0.0596 173.0459
 HME_SW1_3 0.1683 95.4091
 HME_SW1_4 0.0745 0.3845
 HME_SW2_1 0.1778 198.7569
 HME_SW2_2 0.1655 332.6961
 HME_SW2_3 0.5906 312.5057
 HME_SW2_4 0.1851 2.9753
 HME_SW3_1 0.1591 342.8143
 HME_SW3_2 0.1137 168.7941
 HME_SW3_3 0.1149 110.2881
 HME_SW3_4 0.0533 341.3880
 HME_SW4_1 0.3015 162.1042
 HME_SW4_2 0.0741 330.7298
 HME_SW4_3 0.0453 77.3736
 HME_SW4_4 0.0499 168.5364
 HME_SW6_1 0.1184 332.2259
 HME_SW6_2 0.0686 145.8354
 HME_SW6_3 0.0304 170.4137
 HME_TW3_1 0.0933 158.4321
 HME_TW3_2 0.0576 40.3706
 HME_TW3_3 0.1559 45.1891
 HME_TW3_4 0.2244 319.5054
