# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.1074 137.7381
 HME_DE3_2 0.1589 146.5522
 HME_DE2_1 0.1295 71.3589
 HME_DE2_2 0.1559 121.4100
 HME_DE1_1 0.0173 52.2987
 HME_DE1_2 0.2250 217.2893
  HME_D0_1 0.0781 257.5662
  HME_D0_2 0.0771 359.5853
 HME_DW1_1 1.2121 155.2240
 HME_DW2_1 0.4454 201.3231
 HME_SE3_1 0.0371 151.4908
 HME_SE3_2 0.1203 46.7577
 HME_SE3_3 0.0332 265.4528
 HME_SE3_4 0.0202 247.8103
 HME_SE2_1 0.0766 226.7784
 HME_SE2_2 0.1587 222.8123
 HME_SE2_3 0.0754 190.2104
 HME_SE2_4 0.0772 151.7747
 HME_SE1_1 0.0099 166.1048
 HME_SE1_2 0.0081 269.4385
 HME_SE1_3 0.0644 95.7973
 HME_SE1_4 0.0667 282.7483
  HME_S0_1 0.0219 291.6109
  HME_S0_2 0.0526 48.7243
  HME_S0_3 0.0891 17.2863
  HME_S0_4 0.0844 111.1879
 HME_SW1_1 0.0489 313.4720
 HME_SW1_2 0.0715 80.6640
 HME_SW1_3 0.0710 62.6113
 HME_SW1_4 0.1078 128.7753
 HME_SW2_1 0.0751 160.1080
 HME_SW2_2 0.5844 50.8696
 HME_SW2_3 0.1944 336.6852
 HME_SW2_4 0.5890 217.0466
 HME_SW3_1 0.1306 316.4826
 HME_SW3_2 0.1248 71.9953
 HME_SW3_3 0.0750 316.0172
 HME_SW3_4 0.0343 184.8125
 HME_SW4_1 0.1287 119.2785
 HME_SW4_2 0.1112 91.4129
 HME_SW4_3 0.0943 335.8391
 HME_SW4_4 0.0530 350.8150
 HME_SW6_1 0.0466 330.7446
 HME_SW6_2 0.1140 297.2462
 HME_SW6_3 0.0113 165.0193
 HME_TW3_1 0.0746 145.3590
 HME_TW3_2 0.0815 202.2621
 HME_TW3_3 0.4220 141.6494
 HME_TW3_4 0.2429 223.3584
