# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4179 158.2735
 HME_DE3_2 0.1692 170.6358
 HME_DE2_1 0.1642 52.8953
 HME_DE2_2 0.1623 98.2344
 HME_DE1_1 0.0331 76.0227
 HME_DE1_2 0.1777 100.1601
  HME_D0_1 0.0235 155.0893
  HME_D0_2 0.1418 214.5720
 HME_DW1_1 1.0176 167.5939
 HME_DW2_1 0.1346 242.1080
 HME_SE3_1 0.0321 166.3052
 HME_SE3_2 0.0527 10.5287
 HME_SE3_3 0.0513 169.8977
 HME_SE3_4 0.0618 191.2520
 HME_SE2_1 0.0216 236.2697
 HME_SE2_2 0.1267 203.4099
 HME_SE2_3 0.1817 162.4891
 HME_SE2_4 0.0998 141.1860
 HME_SE1_1 0.0106 136.7743
 HME_SE1_2 0.0196 280.3839
 HME_SE1_3 0.0446 19.4795
 HME_SE1_4 0.0811 310.6191
  HME_S0_1 0.0043 81.3656
  HME_S0_2 0.0491 29.9731
  HME_S0_3 0.2051 347.6951
  HME_S0_4 0.1405 130.9126
 HME_SW1_1 0.0124 41.0607
 HME_SW1_2 0.0813 85.7177
 HME_SW1_3 0.1299 40.0727
 HME_SW1_4 0.0798 59.8113
 HME_SW2_1 0.3321 173.3047
 HME_SW2_2 0.3078 74.9647
 HME_SW2_3 0.7791 353.3128
 HME_SW2_4 0.0840 18.4186
 HME_SW3_1 0.2387 242.3840
 HME_SW3_2 0.2593 146.3774
 HME_SW3_3 0.2172 302.9928
 HME_SW3_4 0.1151 130.5983
 HME_SW4_1 0.2363 205.6615
 HME_SW4_2 0.1243 142.4129
 HME_SW4_3 0.2011 42.9589
 HME_SW4_4 0.0573 63.8912
 HME_SW6_1 0.0855 3.8981
 HME_SW6_2 0.0265 30.3441
 HME_SW6_3 0.0689 221.3664
 HME_TW3_1 0.1154 305.4196
 HME_TW3_2 0.0684 282.1451
 HME_TW3_3 0.2733 106.6930
 HME_TW3_4 0.1156 342.9302
