# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.0805 190.4553
 HME_DE3_2 0.2628 199.8400
 HME_DE2_1 0.1655 70.8208
 HME_DE2_2 0.1281 127.5152
 HME_DE1_1 0.0397 44.4319
 HME_DE1_2 0.1177 56.3742
  HME_D0_1 0.0733 155.3848
  HME_D0_2 0.1320 228.2720
 HME_DW1_1 1.1093 176.6815
 HME_DW2_1 0.2485 272.2893
 HME_SE3_1 0.0360 167.3668
 HME_SE3_2 0.0936 352.5326
 HME_SE3_3 0.0603 161.9878
 HME_SE3_4 0.0472 174.2956
 HME_SE2_1 0.0168 246.3928
 HME_SE2_2 0.1157 262.9919
 HME_SE2_3 0.0591 215.7685
 HME_SE2_4 0.0872 125.4779
 HME_SE1_1 0.0087 113.9317
 HME_SE1_2 0.0162 305.6234
 HME_SE1_3 0.0267 276.5185
 HME_SE1_4 0.0271 342.7138
  HME_S0_1 0.0106 30.8330
  HME_S0_2 0.0046 151.5520
  HME_S0_3 0.1194 326.0532
  HME_S0_4 0.1144 121.1370
 HME_SW1_1 0.0185 182.7774
 HME_SW1_2 0.1262 118.3382
 HME_SW1_3 0.0541 74.5377
 HME_SW1_4 0.0847 286.3599
 HME_SW2_1 0.2951 145.0972
 HME_SW2_2 0.6613 243.8832
 HME_SW2_3 0.5942 324.3863
 HME_SW2_4 0.3319 40.8436
 HME_SW3_1 0.0971 208.3093
 HME_SW3_2 0.0687 155.9965
 HME_SW3_3 0.0609 224.8485
 HME_SW3_4 0.0502 102.5530
 HME_SW4_1 0.3881 193.6055
 HME_SW4_2 0.0677 63.2946
 HME_SW4_3 0.1526 25.2567
 HME_SW4_4 0.0546 37.3543
 HME_SW6_1 0.1013 20.0291
 HME_SW6_2 0.0236 65.1675
 HME_SW6_3 0.0606 233.6562
 HME_TW3_1 0.0276 69.5869
 HME_TW3_2 0.0733 104.7321
 HME_TW3_3 0.2332 116.8976
 HME_TW3_4 0.3456 43.1687
