# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.1530 310.6469
 HME_DE3_2 0.2263 206.8010
 HME_DE2_1 0.1829 70.8466
 HME_DE2_2 0.0869 155.2854
 HME_DE1_1 0.0387 33.1112
 HME_DE1_2 0.1068 42.3408
  HME_D0_1 0.0845 144.8885
  HME_D0_2 0.1281 238.2101
 HME_DW1_1 1.0684 175.4628
 HME_DW2_1 0.2392 265.5730
 HME_SE3_1 0.0408 141.6114
 HME_SE3_2 0.1168 353.3128
 HME_SE3_3 0.0476 150.0299
 HME_SE3_4 0.0534 171.8675
 HME_SE2_1 0.0086 3.6894
 HME_SE2_2 0.1215 284.6616
 HME_SE2_3 0.0543 226.4165
 HME_SE2_4 0.0598 115.7080
 HME_SE1_1 0.0144 106.3877
 HME_SE1_2 0.0071 263.1421
 HME_SE1_3 0.0320 280.1073
 HME_SE1_4 0.0242 356.8254
  HME_S0_1 0.0216 45.0027
  HME_S0_2 0.0099 95.9522
  HME_S0_3 0.0850 326.8974
  HME_S0_4 0.0965 135.8271
 HME_SW1_1 0.0207 196.8340
 HME_SW1_2 0.1324 121.5230
 HME_SW1_3 0.0929 82.6595
 HME_SW1_4 0.0988 275.3814
 HME_SW2_1 0.2981 151.9745
 HME_SW2_2 0.7297 255.5442
 HME_SW2_3 0.5715 323.5744
 HME_SW2_4 0.2706 37.2186
 HME_SW3_1 0.0716 180.8290
 HME_SW3_2 0.0507 272.8596
 HME_SW3_3 0.0829 161.3258
 HME_SW3_4 0.0411 74.8971
 HME_SW4_1 0.4108 190.7480
 HME_SW4_2 0.0850 50.4496
 HME_SW4_3 0.1587 17.3616
 HME_SW4_4 0.0367 31.4549
 HME_SW6_1 0.0819 23.4513
 HME_SW6_2 0.0201 29.7008
 HME_SW6_3 0.0630 219.5818
 HME_TW3_1 0.0348 66.8774
 HME_TW3_2 0.1033 87.0648
 HME_TW3_3 0.2747 115.8479
 HME_TW3_4 0.3603 39.7815
