# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.3261 338.1225
 HME_DE3_2 0.2110 220.7858
 HME_DE2_1 0.2075 79.0779
 HME_DE2_2 0.1189 166.3745
 HME_DE1_1 0.0333 358.6543
 HME_DE1_2 0.1030 3.6867
  HME_D0_1 0.1741 147.6357
  HME_D0_2 0.1360 255.7001
 HME_DW1_1 0.9372 180.6762
 HME_DW2_1 0.3294 261.4841
 HME_SE3_1 0.0328 121.1486
 HME_SE3_2 0.1759 346.0046
 HME_SE3_3 0.0305 147.3546
 HME_SE3_4 0.0353 144.4049
 HME_SE2_1 0.0392 55.7882
 HME_SE2_2 0.1253 309.4956
 HME_SE2_3 0.0426 227.3048
 HME_SE2_4 0.0531 135.9169
 HME_SE1_1 0.0120 123.4993
 HME_SE1_2 0.0134 308.8284
 HME_SE1_3 0.0391 284.2304
 HME_SE1_4 0.0283 13.3865
  HME_S0_1 0.0330 64.7386
  HME_S0_2 0.0265 201.0616
  HME_S0_3 0.0912 326.9260
  HME_S0_4 0.0719 163.7046
 HME_SW1_1 0.0454 270.2362
 HME_SW1_2 0.0818 127.6694
 HME_SW1_3 0.1670 117.9248
 HME_SW1_4 0.0929 280.4313
 HME_SW2_1 0.2131 172.3030
 HME_SW2_2 0.5410 258.9584
 HME_SW2_3 0.5481 312.6944
 HME_SW2_4 0.2196 346.1179
 HME_SW3_1 0.0351 74.7162
 HME_SW3_2 0.0324 261.0949
 HME_SW3_3 0.1173 130.4050
 HME_SW3_4 0.0519 47.5525
 HME_SW4_1 0.3165 181.1140
 HME_SW4_2 0.1747 4.7500
 HME_SW4_3 0.1422 11.4453
 HME_SW4_4 0.0102 152.4526
 HME_SW6_1 0.0303 19.6755
 HME_SW6_2 0.0244 42.2758
 HME_SW6_3 0.0663 203.5991
 HME_TW3_1 0.1166 81.0587
 HME_TW3_2 0.1569 115.9108
 HME_TW3_3 0.1547 110.6042
 HME_TW3_4 0.2677 349.5341
