# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 1.0329 150.7518
 HME_DE3_2 0.1985 115.0469
 HME_DE2_1 0.1716 64.0141
 HME_DE2_2 0.1793 105.5215
 HME_DE1_1 0.0127 188.1666
 HME_DE1_2 0.2812 223.6105
  HME_D0_1 0.0648 259.5968
  HME_D0_2 0.1327 337.9546
 HME_DW1_1 1.1364 162.5924
 HME_DW2_1 0.4024 203.4580
 HME_SE3_1 0.0290 136.4592
 HME_SE3_2 0.1718 45.8746
 HME_SE3_3 0.0161 331.4489
 HME_SE3_4 0.0052 338.2350
 HME_SE2_1 0.0714 223.8314
 HME_SE2_2 0.1202 274.3751
 HME_SE2_3 0.1007 163.9999
 HME_SE2_4 0.1113 177.6307
 HME_SE1_1 0.0075 150.8921
 HME_SE1_2 0.0261 285.3894
 HME_SE1_3 0.0845 82.6056
 HME_SE1_4 0.0916 303.1924
  HME_S0_1 0.0226 284.5412
  HME_S0_2 0.0438 63.6274
  HME_S0_3 0.0705 60.7883
  HME_S0_4 0.0584 147.4038
 HME_SW1_1 0.0510 296.3692
 HME_SW1_2 0.0670 93.8685
 HME_SW1_3 0.0734 120.8100
 HME_SW1_4 0.0960 104.2235
 HME_SW2_1 0.1373 174.6426
 HME_SW2_2 0.9982 67.3366
 HME_SW2_3 0.2392 292.9872
 HME_SW2_4 0.3273 232.5643
 HME_SW3_1 0.1304 292.7012
 HME_SW3_2 0.0909 76.8292
 HME_SW3_3 0.0356 317.1364
 HME_SW3_4 0.0581 164.6241
 HME_SW4_1 0.0296 156.2758
 HME_SW4_2 0.0851 11.4549
 HME_SW4_3 0.0540 300.3052
 HME_SW4_4 0.0037 298.6653
 HME_SW6_1 0.0678 49.5487
 HME_SW6_2 0.0669 291.6037
 HME_SW6_3 0.0196 245.3281
 HME_TW3_1 0.0781 51.0567
 HME_TW3_2 0.0178 190.7332
 HME_TW3_3 0.2319 125.6512
 HME_TW3_4 0.3168 232.8990
