# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.3121 155.1419
 HME_DE3_2 0.2428 178.5733
 HME_DE2_1 0.1457 54.0856
 HME_DE2_2 0.1439 114.7144
 HME_DE1_1 0.0407 79.7076
 HME_DE1_2 0.1736 101.6206
  HME_D0_1 0.0434 189.2043
  HME_D0_2 0.1252 218.6289
 HME_DW1_1 1.0640 170.2149
 HME_DW2_1 0.1110 264.6953
 HME_SE3_1 0.0306 159.7024
 HME_SE3_2 0.0469 0.6426
 HME_SE3_3 0.0518 178.4790
 HME_SE3_4 0.0676 188.8267
 HME_SE2_1 0.0164 243.8226
 HME_SE2_2 0.1332 217.3607
 HME_SE2_3 0.1240 172.3541
 HME_SE2_4 0.0929 139.4584
 HME_SE1_1 0.0119 148.3865
 HME_SE1_2 0.0191 271.3546
 HME_SE1_3 0.0257 5.0445
 HME_SE1_4 0.0765 308.4447
  HME_S0_1 0.0058 268.3161
  HME_S0_2 0.0568 21.6138
  HME_S0_3 0.1816 342.5682
  HME_S0_4 0.1366 133.5372
 HME_SW1_1 0.0232 95.6199
 HME_SW1_2 0.1008 107.8011
 HME_SW1_3 0.1181 47.6042
 HME_SW1_4 0.0514 12.4046
 HME_SW2_1 0.3172 170.2251
 HME_SW2_2 0.1712 118.6025
 HME_SW2_3 0.7212 347.6978
 HME_SW2_4 0.2873 37.6392
 HME_SW3_1 0.2172 233.2648
 HME_SW3_2 0.2502 145.7251
 HME_SW3_3 0.1898 303.8718
 HME_SW3_4 0.1009 132.1544
 HME_SW4_1 0.2866 204.5547
 HME_SW4_2 0.1167 159.8252
 HME_SW4_3 0.2400 36.4049
 HME_SW4_4 0.0755 58.5591
 HME_SW6_1 0.0930 31.5972
 HME_SW6_2 0.0379 344.9724
 HME_SW6_3 0.0564 219.4112
 HME_TW3_1 0.0915 332.1642
 HME_TW3_2 0.1012 7.0203
 HME_TW3_3 0.3426 118.8396
 HME_TW3_4 0.2262 25.2083
