# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.7918 143.9616
 HME_DE3_2 0.2445 153.7191
 HME_DE2_1 0.1891 64.1957
 HME_DE2_2 0.1637 151.8238
 HME_DE1_1 0.0283 96.4613
 HME_DE1_2 0.1327 169.1636
  HME_D0_1 0.1734 248.6563
  HME_D0_2 0.1204 319.5372
 HME_DW1_1 1.1358 142.0293
 HME_DW2_1 0.5190 205.2278
 HME_SE3_1 0.0478 143.7221
 HME_SE3_2 0.0461 354.2170
 HME_SE3_3 0.0516 228.3559
 HME_SE3_4 0.0207 160.5932
 HME_SE2_1 0.0335 258.2573
 HME_SE2_2 0.1581 222.8366
 HME_SE2_3 0.0625 271.4817
 HME_SE2_4 0.0471 138.8222
 HME_SE1_1 0.0056 327.7547
 HME_SE1_2 0.0036 335.2506
 HME_SE1_3 0.0231 302.7921
 HME_SE1_4 0.0599 246.4954
  HME_S0_1 0.0098 168.1095
  HME_S0_2 0.0192 67.7991
  HME_S0_3 0.1071 7.0093
  HME_S0_4 0.1020 142.3106
 HME_SW1_1 0.0857 297.8058
 HME_SW1_2 0.0456 143.8390
 HME_SW1_3 0.1966 89.0335
 HME_SW1_4 0.0224 247.0831
 HME_SW2_1 0.1523 142.9309
 HME_SW2_2 0.2847 92.4821
 HME_SW2_3 0.5780 327.4789
 HME_SW2_4 0.1765 222.9930
 HME_SW3_1 0.1530 294.9570
 HME_SW3_2 0.2866 65.2281
 HME_SW3_3 0.1017 293.5660
 HME_SW3_4 0.0871 348.8654
 HME_SW4_1 0.1895 107.9224
 HME_SW4_2 0.1530 120.5234
 HME_SW4_3 0.1218 16.0799
 HME_SW4_4 0.0547 339.6837
 HME_SW6_1 0.0571 329.1860
 HME_SW6_2 0.0608 278.8504
 HME_SW6_3 0.0185 221.3812
 HME_TW3_1 0.0848 142.8589
 HME_TW3_2 0.0555 325.5660
 HME_TW3_3 0.3157 110.4489
 HME_TW3_4 0.1251 172.4171
