# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.8392 143.3732
 HME_DE3_2 0.2377 142.4864
 HME_DE2_1 0.1722 60.0446
 HME_DE2_2 0.1515 151.9058
 HME_DE1_1 0.0284 99.1982
 HME_DE1_2 0.1256 188.0224
  HME_D0_1 0.1809 263.2373
  HME_D0_2 0.1455 323.5639
 HME_DW1_1 1.1663 142.3653
 HME_DW2_1 0.5218 203.0931
 HME_SE3_1 0.0459 150.1910
 HME_SE3_2 0.0562 13.2272
 HME_SE3_3 0.0641 242.0859
 HME_SE3_4 0.0227 203.3472
 HME_SE2_1 0.0270 247.6180
 HME_SE2_2 0.1449 223.2845
 HME_SE2_3 0.0625 247.7909
 HME_SE2_4 0.0558 142.5253
 HME_SE1_1 0.0039 10.9956
 HME_SE1_2 0.0038 283.2401
 HME_SE1_3 0.0074 312.9947
 HME_SE1_4 0.0655 243.4771
  HME_S0_1 0.0072 196.3407
  HME_S0_2 0.0279 49.2532
  HME_S0_3 0.0942 6.7915
  HME_S0_4 0.0714 130.4442
 HME_SW1_1 0.0886 309.2439
 HME_SW1_2 0.0062 190.8940
 HME_SW1_3 0.1754 88.3854
 HME_SW1_4 0.0263 112.1684
 HME_SW2_1 0.1470 137.2879
 HME_SW2_2 0.3568 87.7048
 HME_SW2_3 0.5546 323.4613
 HME_SW2_4 0.2537 220.2125
 HME_SW3_1 0.1334 291.4611
 HME_SW3_2 0.3254 64.8356
 HME_SW3_3 0.0972 291.4123
 HME_SW3_4 0.0823 5.1260
 HME_SW4_1 0.1638 106.7673
 HME_SW4_2 0.1690 110.2080
 HME_SW4_3 0.1205 11.9784
 HME_SW4_4 0.0571 343.6017
 HME_SW6_1 0.0524 317.7423
 HME_SW6_2 0.0730 286.7672
 HME_SW6_3 0.0200 221.8183
 HME_TW3_1 0.0803 126.8785
 HME_TW3_2 0.0898 352.6901
 HME_TW3_3 0.2855 118.3487
 HME_TW3_4 0.1229 195.7551
