# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.3627 149.0105
 HME_DE3_2 0.2096 163.1220
 HME_DE2_1 0.1449 68.0373
 HME_DE2_2 0.1436 93.7836
 HME_DE1_1 0.0155 349.8165
 HME_DE1_2 0.0880 79.9966
  HME_D0_1 0.0924 214.2441
  HME_D0_2 0.1981 264.7748
 HME_DW1_1 1.2036 170.1991
 HME_DW2_1 0.2170 265.7714
 HME_SE3_1 0.0280 180.1404
 HME_SE3_2 0.0985 27.8894
 HME_SE3_3 0.0416 188.8492
 HME_SE3_4 0.0043 239.0879
 HME_SE2_1 0.0224 192.7907
 HME_SE2_2 0.1243 171.0674
 HME_SE2_3 0.1779 142.3097
 HME_SE2_4 0.0695 107.8232
 HME_SE1_1 0.0157 151.3196
 HME_SE1_2 0.0133 198.8187
 HME_SE1_3 0.0547 71.1050
 HME_SE1_4 0.0381 284.2131
  HME_S0_1 0.0092 190.9914
  HME_S0_2 0.0635 24.7063
  HME_S0_3 0.0990 340.2244
  HME_S0_4 0.0955 80.8307
 HME_SW1_1 0.0077 128.9797
 HME_SW1_2 0.0612 346.6607
 HME_SW1_3 0.1144 9.2085
 HME_SW1_4 0.1299 69.5717
 HME_SW2_1 0.2080 168.9906
 HME_SW2_2 0.6199 46.2742
 HME_SW2_3 0.9408 343.2193
 HME_SW2_4 0.4299 223.9253
 HME_SW3_1 0.1742 226.3664
 HME_SW3_2 0.3251 130.6953
 HME_SW3_3 0.1397 296.0429
 HME_SW3_4 0.0554 111.5145
 HME_SW4_1 0.0823 217.6644
 HME_SW4_2 0.1118 140.0511
 HME_SW4_3 0.1795 43.9620
 HME_SW4_4 0.0889 36.8168
 HME_SW6_1 0.0761 293.7943
 HME_SW6_2 0.1254 345.2534
 HME_SW6_3 0.0470 203.9354
 HME_TW3_1 0.1278 240.0134
 HME_TW3_2 0.1110 240.9021
 HME_TW3_3 0.3349 129.3672
 HME_TW3_4 0.1677 246.8562
