# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.4640 132.8536
 HME_DE3_2 0.1257 145.1604
 HME_DE2_1 0.2111 59.9676
 HME_DE2_2 0.1196 79.3530
 HME_DE1_1 0.0100 45.2830
 HME_DE1_2 0.0864 170.5195
  HME_D0_1 0.0804 229.2579
  HME_D0_2 0.1938 253.2076
 HME_DW1_1 1.0511 173.1541
 HME_DW2_1 0.2689 282.0395
 HME_SE3_1 0.0322 185.8027
 HME_SE3_2 0.1044 26.4775
 HME_SE3_3 0.0223 189.3167
 HME_SE3_4 0.0086 6.1352
 HME_SE2_1 0.0246 236.7140
 HME_SE2_2 0.1239 179.3220
 HME_SE2_3 0.2417 143.1092
 HME_SE2_4 0.0521 145.8124
 HME_SE1_1 0.0206 145.1865
 HME_SE1_2 0.0188 175.3209
 HME_SE1_3 0.0849 77.2593
 HME_SE1_4 0.0675 283.8956
  HME_S0_1 0.0148 114.6378
  HME_S0_2 0.0771 26.3201
  HME_S0_3 0.1109 347.1888
  HME_S0_4 0.0698 109.3850
 HME_SW1_1 0.0055 267.8165
 HME_SW1_2 0.0800 9.5055
 HME_SW1_3 0.0395 19.2666
 HME_SW1_4 0.0948 38.6179
 HME_SW2_1 0.2260 147.7292
 HME_SW2_2 0.7016 45.2066
 HME_SW2_3 0.9176 353.0657
 HME_SW2_4 0.4674 225.1463
 HME_SW3_1 0.0968 207.1196
 HME_SW3_2 0.2235 113.2093
 HME_SW3_3 0.1138 294.5498
 HME_SW3_4 0.0525 165.8330
 HME_SW4_1 0.0850 233.1607
 HME_SW4_2 0.0941 127.2436
 HME_SW4_3 0.1108 29.4814
 HME_SW4_4 0.0731 35.5294
 HME_SW6_1 0.0503 208.2042
 HME_SW6_2 0.1050 326.2028
 HME_SW6_3 0.0475 189.0679
 HME_TW3_1 0.1323 212.9987
 HME_TW3_2 0.0533 148.3541
 HME_TW3_3 0.2802 128.6061
 HME_TW3_4 0.1411 234.7992
