# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.7311 141.4832
 HME_DE3_2 0.3031 173.1879
 HME_DE2_1 0.2297 71.8633
 HME_DE2_2 0.1338 160.6064
 HME_DE1_1 0.0125 118.8576
 HME_DE1_2 0.1113 172.5285
  HME_D0_1 0.2021 239.5278
  HME_D0_2 0.1097 307.3294
 HME_DW1_1 1.0703 144.2210
 HME_DW2_1 0.5677 212.7131
 HME_SE3_1 0.0563 143.9680
 HME_SE3_2 0.0515 330.0320
 HME_SE3_3 0.0326 213.4772
 HME_SE3_4 0.0208 155.3460
 HME_SE2_1 0.0481 245.9219
 HME_SE2_2 0.1670 217.3679
 HME_SE2_3 0.0577 287.0019
 HME_SE2_4 0.0562 109.8559
 HME_SE1_1 0.0098 350.2121
 HME_SE1_2 0.0072 18.8876
 HME_SE1_3 0.0349 303.2500
 HME_SE1_4 0.0435 254.2601
  HME_S0_1 0.0057 166.9304
  HME_S0_2 0.0171 32.9912
  HME_S0_3 0.1014 354.6414
  HME_S0_4 0.1070 149.5611
 HME_SW1_1 0.1113 310.4383
 HME_SW1_2 0.0897 133.2553
 HME_SW1_3 0.1714 95.1115
 HME_SW1_4 0.0672 283.9363
 HME_SW2_1 0.1442 156.4635
 HME_SW2_2 0.2209 135.7163
 HME_SW2_3 0.6492 332.1105
 HME_SW2_4 0.0378 57.3962
 HME_SW3_1 0.2112 299.1418
 HME_SW3_2 0.2253 67.1063
 HME_SW3_3 0.0624 297.2403
 HME_SW3_4 0.1207 353.2020
 HME_SW4_1 0.2353 124.4698
 HME_SW4_2 0.1220 111.1061
 HME_SW4_3 0.1070 23.2335
 HME_SW4_4 0.0384 332.2406
 HME_SW6_1 0.1136 308.8561
 HME_SW6_2 0.0446 296.6466
 HME_SW6_3 0.0144 187.5319
 HME_TW3_1 0.1057 146.4079
 HME_TW3_2 0.0697 337.7872
 HME_TW3_3 0.2550 100.6771
 HME_TW3_4 0.1510 166.7453
