# ['HME_fit', 'amp_fac', 'pha_fac']
 HME_DE3_1 0.5516 127.9425
 HME_DE3_2 0.0906 110.5146
 HME_DE2_1 0.2512 54.1295
 HME_DE2_2 0.1325 68.5058
 HME_DE1_1 0.0271 88.7322
 HME_DE1_2 0.1030 182.3787
  HME_D0_1 0.0798 230.8258
  HME_D0_2 0.1871 243.9153
 HME_DW1_1 0.9812 180.2425
 HME_DW2_1 0.2510 301.2476
 HME_SE3_1 0.0314 178.4438
 HME_SE3_2 0.1117 23.2529
 HME_SE3_3 0.0085 243.7449
 HME_SE3_4 0.0038 350.7101
 HME_SE2_1 0.0374 226.9868
 HME_SE2_2 0.1054 182.7465
 HME_SE2_3 0.2517 150.4952
 HME_SE2_4 0.0492 145.6575
 HME_SE1_1 0.0168 122.8802
 HME_SE1_2 0.0223 170.0601
 HME_SE1_3 0.0995 69.0895
 HME_SE1_4 0.0746 279.4746
  HME_S0_1 0.0138 95.0427
  HME_S0_2 0.0810 25.8618
  HME_S0_3 0.1190 345.1301
  HME_S0_4 0.0787 109.8817
 HME_SW1_1 0.0168 118.0349
 HME_SW1_2 0.0786 24.4306
 HME_SW1_3 0.0401 43.3025
 HME_SW1_4 0.0865 6.9534
 HME_SW2_1 0.1879 151.6978
 HME_SW2_2 0.6805 45.4112
 HME_SW2_3 0.8405 355.0306
 HME_SW2_4 0.4186 219.9518
 HME_SW3_1 0.1257 184.6312
 HME_SW3_2 0.1809 104.1953
 HME_SW3_3 0.0698 289.0688
 HME_SW3_4 0.0480 180.1969
 HME_SW4_1 0.1196 246.6999
 HME_SW4_2 0.0755 109.9130
 HME_SW4_3 0.0967 31.9878
 HME_SW4_4 0.0514 40.6324
 HME_SW6_1 0.0353 165.9599
 HME_SW6_2 0.0848 315.9184
 HME_SW6_3 0.0388 185.8258
 HME_TW3_1 0.1333 200.3170
 HME_TW3_2 0.0529 126.8439
 HME_TW3_3 0.2594 130.8625
 HME_TW3_4 0.1654 220.2763
